,sents,labels
44,Værelset var fyldt med ethundrede og syvoghalvfems nihundrede og atten kartofler.,1
45,Smeagol gør tohundrede og tre fluer ondt.,0
46,Der var elleve æbler på bordet.,0
47,Værelset var fyldt med ottehundrede og halvtreds kartofler.,0
48,Smeagol gør firehundrede og tyve fluer ondt.,0
49,Der er sekshundrede og toogfyrre fireogtyve ringe.,1
50,Der var ottehundrede og fireogtredive æbler på bordet.,0
51,Der var ottehundrede og firs æbler på bordet.,0
52,Der er nihundrede og ni nihundrede og otte bøger på biblioteket.,1
53,Han kunne spise trehundrede og toogfirs trehundrede og ni appelsiner.,1
54,Smeagol gør nioghalvfjerds nihundrede og treds fluer ondt.,1
55,De tager trehundrede og treoghalvfjerds nihundrede og syvogtreds hobbyer til Isengard.,1
56,Legolas kastede firehundrede og seksogfirs dværge.,0
57,De tager sekshundrede og niogtreds hobbyer til Isengard.,0
58,Drengen har syvhundrede og toogtredive sekshundrede og fjorten mønter.,1
59,Der var ottehundrede og niogtyve femhundrede og niogfirs katte i huset.,1
60,De tager femhundrede og toogfirs hobbyer til Isengard.,0
61,Der var trehundrede og otteogtyve katte i huset.,0
62,De tager tohundrede firehundrede og otteogtredive hobbyer til Isengard.,1
63,Det koster fireogtredive ethundrede og syvoghalvtreds dollars.,1
64,Værelset var fyldt med ottehundrede kartofler.,0
65,Værelset var fyldt med sekshundrede og fireogtreds ottehundrede og femoghalvtreds kartofler.,1
66,De tager ottehundrede og niogtreds trehundrede og otteoghalvfems hobbyer til Isengard.,1
67,Der er ottehundrede ringe.,0
68,Smeagol gør ethundrede og niogtyve fluer ondt.,0
69,Det koster fireoghalvfems tohundrede og femoghalvfems dollars.,1
70,Der var sekshundrede og seks firehundrede og syvogtredive æbler på bordet.,1
71,Der er sekshundrede og nioghalvfjerds syvhundrede og seksoghalvfjerds bøger på biblioteket.,1
72,Der var trehundrede og seksten sekshundrede og syvogtreds katte i huset.,1
73,Legolas kastede tohundrede og seksogtredive trehundrede og syvogfyrre dværge.,1
74,Det koster firehundrede og otteogtredive syvhundrede og otteoghalvfjerds dollars.,1
75,Der er sekshundrede og enoghalvfems syvhundrede og syvoghalvtreds ringe.,1
76,Han kunne spise trehundrede og fireogfyrre appelsiner.,0
77,Der var femhundrede og treds katte i huset.,0
78,Han kunne spise ethundrede og toogfyrre appelsiner.,0
79,Værelset var fyldt med niogfyrre kartofler.,0
80,Værelset var fyldt med firehundrede og treogtyve firehundrede og halvtreds kartofler.,1
81,Der er atten ringe.,0
82,Smeagol gør enogtreds toogfirs fluer ondt.,1
83,Smeagol gør ottehundrede og femogfyrre fluer ondt.,0
84,Der er tohundrede og tooghalvfems syvhundrede og fireogtreds ringe.,1
85,Der var nihundrede og treds ethundrede og ni æbler på bordet.,1
86,Legolas kastede trehundrede og tyve sekshundrede og niogfirs dværge.,1
87,Der er ottehundrede og toogfyrre ethundrede og treds bøger på biblioteket.,1
88,Drengen har femogtreds syvhundrede og tooghalvfjerds mønter.,1
89,Der er ethundrede og treogfirs ringe.,0
90,Det koster tohundrede og fireogfyrre nihundrede og otteogfyrre dollars.,1
91,Legolas kastede ethundrede og syvogtreds dværge.,0
92,Der var seksogtreds katte i huset.,0
93,Værelset var fyldt med ethundrede og toogtredive kartofler.,0
94,Smeagol gør ottehundrede og otteogtyve fluer ondt.,0
95,Der er firehundrede og femogtreds bøger på biblioteket.,0
96,Legolas kastede syvhundrede og otteogfyrre sekshundrede og toogfyrre dværge.,1
97,Der er trehundrede og niogfyrre ringe.,0
98,Der er trehundrede og syv ringe.,0
99,Værelset var fyldt med treogfyrre syvhundrede og femogfyrre kartofler.,1
100,Der er fem tohundrede og femogfyrre bøger på biblioteket.,1
101,Der var tohundrede og treoghalvtreds nihundrede og treoghalvtreds æbler på bordet.,1
102,Der var firehundrede og treogfyrre ethundrede og seksogtredive æbler på bordet.,1
103,Der er tohundrede og seks tohundrede og niogtyve bøger på biblioteket.,1
104,Der var sekshundrede og otteogtredive katte i huset.,0
105,Værelset var fyldt med tohundrede og seksogfyrre kartofler.,0
106,Smeagol gør femhundrede og firs fluer ondt.,0
107,Drengen har tohundrede og tooghalvfems mønter.,0
108,Der var syvhundrede og to firehundrede og enogtredive æbler på bordet.,1
109,Der var firehundrede og femogtyve ottehundrede og femogfirs katte i huset.,1
110,Smeagol gør nihundrede og halvtreds femhundrede og treogtyve fluer ondt.,1
111,Han kunne spise ethundrede og fireogtredive niogfirs appelsiner.,1
112,Der var nihundrede og syvogfyrre trehundrede og ni katte i huset.,1
113,Der var tohundrede og fireogfirs tohundrede og tooghalvfems katte i huset.,1
114,De tager seksten sekshundrede og nioghalvfems hobbyer til Isengard.,1
115,Værelset var fyldt med syvhundrede og nitten tohundrede og fireogtredive kartofler.,1
116,Drengen har firehundrede og toogtyve ottehundrede og fireoghalvfems mønter.,1
117,Det koster trehundrede og treogfirs syvhundrede og toogtredive dollars.,1
118,Drengen har firehundrede og tre mønter.,0
119,Drengen har nihundrede og treoghalvfems ottehundrede og ni mønter.,1
120,Det koster ethundrede og syvogfyrre syvhundrede og tretten dollars.,1
121,Der er trehundrede og tyve enoghalvtreds bøger på biblioteket.,1
122,Smeagol gør trehundrede og fireogtyve ethundrede og niogtyve fluer ondt.,1
123,Der var ethundrede og seksogtreds syvhundrede og niogtredive katte i huset.,1
124,Legolas kastede sekshundrede og treds trehundrede og syvogtyve dværge.,1
125,Det koster ettusind dollars.,0
126,Det koster trehundrede og halvfjerds dollars.,0
127,Værelset var fyldt med elleve ottehundrede og niogtyve kartofler.,1
128,Der var syvhundrede og syvogtredive firehundrede og otteogtredive katte i huset.,1
129,Drengen har nihundrede og toogfirs sekshundrede og enogfirs mønter.,1
130,Værelset var fyldt med nihundrede og otteoghalvfjerds femhundrede og enogtredive kartofler.,1
131,Smeagol gør femhundrede og treogtyve fluer ondt.,0
132,Der var sekshundrede og enogfirs nihundrede og femoghalvfems katte i huset.,1
133,Der var ethundrede og fire katte i huset.,0
134,Legolas kastede ethundrede og femogtredive dværge.,0
135,Der var syvhundrede og seksogtyve æbler på bordet.,0
136,Smeagol gør nihundrede og treogfyrre fluer ondt.,0
137,Drengen har trehundrede og nioghalvfems firehundrede og sytten mønter.,1
138,Der var sekshundrede og seksoghalvtreds ethundrede og enogtredive katte i huset.,1
139,Det koster tredive femhundrede og niogfyrre dollars.,1
140,Legolas kastede firehundrede og seksogfyrre syvhundrede og fireogtredive dværge.,1
141,Han kunne spise femhundrede og et appelsiner.,0
142,Der er ethundrede og treogfirs ringe.,0
143,Drengen har syvhundrede og fireogtredive sytten mønter.,1
144,Der var atten katte i huset.,0
145,Drengen har trehundrede og tooghalvfems syvhundrede og nioghalvtreds mønter.,1
146,Det koster femhundrede og fireogfirs dollars.,0
147,Han kunne spise firehundrede og atten appelsiner.,0
148,Der var trehundrede og syvogfyrre æbler på bordet.,0
149,Der er firehundrede og tooghalvtreds ottehundrede og nioghalvfjerds ringe.,1
150,Det koster tohundrede og femten nihundrede og syv dollars.,1
151,Der var syvhundrede og otteoghalvfems katte i huset.,0
152,Der er ethundrede og femoghalvtreds ottehundrede og femoghalvtreds ringe.,1
153,Legolas kastede femhundrede og treoghalvfjerds tohundrede og fireogtreds dværge.,1
154,Der er treogtredive nihundrede og seksoghalvfems ringe.,1
155,Værelset var fyldt med sekshundrede og fire tohundrede og fireogtyve kartofler.,1
156,Drengen har trehundrede og femoghalvfjerds mønter.,0
157,Han kunne spise sekshundrede og tooghalvfjerds ottehundrede og syvogfirs appelsiner.,1
158,Han kunne spise trehundrede og elleve tohundrede og otteoghalvfems appelsiner.,1
159,Det koster nihundrede og syvoghalvfjerds dollars.,0
160,Det koster ottehundrede og atten ottehundrede og fireogtyve dollars.,1
161,Han kunne spise syvhundrede og halvfems nihundrede og tre appelsiner.,1
162,Han kunne spise firehundrede og treoghalvfjerds appelsiner.,0
163,Der er nihundrede og atten ringe.,0
164,Det koster ethundrede og enogtreds ethundrede og enogtreds dollars.,1
165,Legolas kastede femhundrede og tredive dværge.,0
166,Der er sekshundrede og syvogtreds femhundrede og niogtreds bøger på biblioteket.,1
167,Der var femhundrede og enogfyrre æbler på bordet.,0
168,Værelset var fyldt med sekshundrede og sytten kartofler.,0
169,Der var syvhundrede og femten æbler på bordet.,0
170,Værelset var fyldt med femoghalvtreds ottehundrede og femten kartofler.,1
171,Der er nihundrede og niogtyve sekshundrede og halvfjerds bøger på biblioteket.,1
172,Det koster nihundrede og fireogtredive syvhundrede og halvtreds dollars.,1
173,Der er syvhundrede og seksogtredive ringe.,0
174,Det koster syvhundrede og treogtredive dollars.,0
175,Det koster firehundrede og niogtyve trehundrede og sytten dollars.,1
176,Han kunne spise firehundrede og tre appelsiner.,0
177,Smeagol gør trehundrede og enoghalvtreds fluer ondt.,0
178,Det koster tooghalvfjerds dollars.,0
179,Drengen har tooghalvfjerds mønter.,0
180,Legolas kastede tooghalvfjerds tohundrede og syvogtreds dværge.,1
181,Der var nioghalvfjerds katte i huset.,0
182,Drengen har firehundrede og femogtyve mønter.,0
183,De tager firehundrede og femoghalvtreds hobbyer til Isengard.,0
184,Legolas kastede nihundrede og seksoghalvfjerds dværge.,0
185,Der var ethundrede og fireogfyrre ottehundrede og seksogtredive katte i huset.,1
186,Der er sekshundrede og ti ringe.,0
187,Der var ethundrede og nitten katte i huset.,0
188,Der var tohundrede og otteogtreds trehundrede og fireoghalvfems æbler på bordet.,1
189,Drengen har firehundrede og otteogtyve femhundrede og niogtyve mønter.,1
190,Der er nihundrede og enogfyrre ringe.,0
191,Der var nihundrede og nioghalvfems katte i huset.,0
192,De tager halvfems hobbyer til Isengard.,0
193,De tager ottehundrede og syvogfirs femhundrede og tolv hobbyer til Isengard.,1
194,Der var ottehundrede og treoghalvfjerds seksoghalvfems æbler på bordet.,1
195,Værelset var fyldt med trehundrede og seksogtreds kartofler.,0
196,Der er nioghalvfems nihundrede og femogtreds ringe.,1
197,Legolas kastede tohundrede og treds dværge.,0
198,De tager firehundrede og treoghalvtreds hobbyer til Isengard.,0
199,Smeagol gør ottehundrede og syvoghalvfems fluer ondt.,0
200,Drengen har sekshundrede og otteoghalvfjerds syvhundrede og seksogfyrre mønter.,1
201,Der var firehundrede og treds katte i huset.,0
202,Drengen har nihundrede og firs tohundrede og seks mønter.,1
203,Smeagol gør nihundrede og fireogtyve sytten fluer ondt.,1
204,Smeagol gør syvhundrede og femogfyrre toogfirs fluer ondt.,1
205,Der var seksoghalvfjerds æbler på bordet.,0
206,Det koster femhundrede og enogtyve dollars.,0
207,Han kunne spise femhundrede og toogtyve femhundrede og fireogtreds appelsiner.,1
208,De tager ethundrede og elleve hobbyer til Isengard.,0
209,De tager ti tohundrede og atten hobbyer til Isengard.,1
210,De tager trehundrede og femten tohundrede og ti hobbyer til Isengard.,1
211,Smeagol gør ethundrede og treoghalvfems sekshundrede fluer ondt.,1
212,Han kunne spise syvhundrede og fireoghalvfjerds appelsiner.,0
213,Smeagol gør femhundrede og tolv trehundrede og atten fluer ondt.,1
214,Der var tohundrede og seksogfyrre tohundrede og ni æbler på bordet.,1
215,Drengen har femhundrede og otteogtredive sekshundrede og enogtreds mønter.,1
216,Han kunne spise fjorten trehundrede og tooghalvfems appelsiner.,1
217,Der er trehundrede og femogtyve ethundrede og fireoghalvtreds ringe.,1
218,Der var nihundrede og treoghalvfems treds æbler på bordet.,1
219,Drengen har sekshundrede og treoghalvfjerds firehundrede og atten mønter.,1
220,Der er sekshundrede og to bøger på biblioteket.,0
221,Der var firehundrede og sytten katte i huset.,0
222,De tager ottehundrede og tooghalvfjerds sekshundrede og enogtredive hobbyer til Isengard.,1
223,Drengen har ottehundrede og otteoghalvfems ottehundrede og toogfirs mønter.,1
224,Drengen har firehundrede og fireogtyve trehundrede og seksoghalvtreds mønter.,1
225,Det koster tohundrede og enogfirs dollars.,0
226,Det koster femhundrede og tooghalvfems firehundrede og niogtreds dollars.,1
227,Legolas kastede treoghalvfjerds syvhundrede og enoghalvfems dværge.,1
228,Der er trehundrede og et ringe.,0
229,Drengen har sekshundrede og femten mønter.,0
230,Værelset var fyldt med nihundrede og nioghalvfems tohundrede og femogtreds kartofler.,1
231,Det koster femhundrede og nioghalvfjerds sekshundrede og niogtreds dollars.,1
232,Der er femhundrede og treogtredive bøger på biblioteket.,0
233,Værelset var fyldt med sekshundrede og seksogtredive kartofler.,0
234,Det koster nihundrede og tyve dollars.,0
235,Værelset var fyldt med femhundrede og niogtyve kartofler.,0
236,De tager femhundrede og syvogtreds hobbyer til Isengard.,0
237,Det koster nihundrede og syvoghalvtreds trehundrede og niogtredive dollars.,1
238,Smeagol gør ethundrede og fireoghalvfjerds fluer ondt.,0
239,Der er tohundrede og sytten tretten ringe.,1
240,Der er trehundrede og enogtredive ringe.,0
241,Det koster ottehundrede og toogtyve firehundrede og et dollars.,1
242,Legolas kastede sekshundrede og treoghalvfjerds dværge.,0
243,Der er ethundrede og tredive bøger på biblioteket.,0
244,Smeagol gør ottehundrede og toogtyve femhundrede og tolv fluer ondt.,1
245,Værelset var fyldt med firehundrede og fireogfyrre nihundrede og fjorten kartofler.,1
246,Smeagol gør nihundrede og ni fluer ondt.,0
247,Drengen har treogtreds mønter.,0
248,Der var nihundrede og halvtreds æbler på bordet.,0
249,Der var firehundrede og enogtredive æbler på bordet.,0
250,Der er syvogfirs ringe.,0
251,De tager trehundrede og seksten hobbyer til Isengard.,0
252,Smeagol gør ottehundrede og toogtreds syvhundrede og fireoghalvfems fluer ondt.,1
253,Legolas kastede tohundrede og otteoghalvfjerds fireoghalvfjerds dværge.,1
254,Han kunne spise ethundrede og halvtreds tohundrede og otte appelsiner.,1
255,De tager syvogfirs enogfyrre hobbyer til Isengard.,1
256,De tager trehundrede og toogfyrre femhundrede og seksoghalvfjerds hobbyer til Isengard.,1
257,Det koster tohundrede og seksogtreds femhundrede og seksogfirs dollars.,1
258,Der var sekshundrede og seks æbler på bordet.,0
259,Der er firehundrede og otteoghalvtreds bøger på biblioteket.,0
260,Han kunne spise sekshundrede og syvogtredive appelsiner.,0
261,Legolas kastede toogfyrre sekshundrede og toogfyrre dværge.,1
262,Smeagol gør treogtyve fluer ondt.,0
263,Det koster sekshundrede og treogtreds trehundrede og seksoghalvtreds dollars.,1
264,De tager tohundrede og seksogtyve hobbyer til Isengard.,0
265,Værelset var fyldt med tohundrede og niogfyrre kartofler.,0
266,De tager nihundrede og fireoghalvtreds hobbyer til Isengard.,0
267,Værelset var fyldt med nihundrede og ti nihundrede og halvfjerds kartofler.,1
268,Drengen har nihundrede og otte trehundrede og seksogfyrre mønter.,1
269,Legolas kastede firehundrede og seksoghalvfems tohundrede og syvogtreds dværge.,1
270,Der var syvhundrede og seksoghalvfems katte i huset.,0
271,Der var ottehundrede og niogfyrre nihundrede og fem katte i huset.,1
272,Smeagol gør firehundrede og syvogtredive fireogtreds fluer ondt.,1
273,Det koster ethundrede og niogtredive dollars.,0
274,Der var ethundrede og syvoghalvtreds tohundrede og fireogtyve katte i huset.,1
275,Han kunne spise ethundrede og enoghalvtreds appelsiner.,0
276,Der er syvhundrede og fireoghalvfems ringe.,0
277,Der var tohundrede og toogtreds femhundrede og seksten katte i huset.,1
278,Legolas kastede femhundrede og syvoghalvfems femhundrede og sytten dværge.,1
279,Værelset var fyldt med firehundrede og enoghalvfems firehundrede og fireogtyve kartofler.,1
280,De tager syvhundrede og tre hobbyer til Isengard.,0
281,Legolas kastede femhundrede og otteogtreds dværge.,0
282,Der var halvfems ottehundrede og syvoghalvfjerds katte i huset.,1
283,Der var syvhundrede og femoghalvfjerds nihundrede og treogfyrre æbler på bordet.,1
284,Der er tohundrede og treoghalvtreds ringe.,0
285,Der er syvhundrede og otteogtreds bøger på biblioteket.,0
286,Der var trehundrede og halvfjerds syvhundrede og seksoghalvfems katte i huset.,1
287,Der var firehundrede og ni æbler på bordet.,0
288,Der er syvhundrede og enogtreds nioghalvfjerds ringe.,1
289,Han kunne spise tohundrede og seksogtredive appelsiner.,0
290,Smeagol gør syvhundrede og femten fluer ondt.,0
291,Der er syvhundrede og femogtyve femhundrede og fireogfyrre ringe.,1
292,Drengen har syvhundrede og tolv mønter.,0
293,Der var femhundrede og syv æbler på bordet.,0
294,Der er tohundrede og niogtredive femogtyve bøger på biblioteket.,1
295,Det koster femhundrede og fem dollars.,0
296,Der var ottehundrede og enogtredive æbler på bordet.,0
297,Han kunne spise firehundrede og syvoghalvfjerds femhundrede og halvfjerds appelsiner.,1
298,De tager trehundrede og otteogtyve trehundrede og femoghalvfems hobbyer til Isengard.,1
299,Der var femhundrede og syvoghalvtreds katte i huset.,0
300,Der er tohundrede og fireogtredive ringe.,0
301,Der var ottehundrede og tolv katte i huset.,0
302,Værelset var fyldt med atten kartofler.,0
303,Det koster firehundrede og elleve dollars.,0
304,Der var sekshundrede og nioghalvtreds æbler på bordet.,0
305,Han kunne spise syvhundrede og fireoghalvfjerds appelsiner.,0
306,Der var ethundrede og femoghalvfems æbler på bordet.,0
307,Drengen har nihundrede og otteoghalvfems mønter.,0
308,Der var ethundrede og syvoghalvtreds æbler på bordet.,0
309,Legolas kastede tohundrede og enogfyrre femhundrede og femogtyve dværge.,1
310,Legolas kastede ethundrede og fireoghalvfems sekshundrede og otteoghalvtreds dværge.,1
311,Det koster femogtreds ethundrede og tre dollars.,1
312,Værelset var fyldt med syvhundrede og halvfems kartofler.,0
313,Han kunne spise syvhundrede og tooghalvtreds syvhundrede og sytten appelsiner.,1
314,Der var firehundrede og tre ottehundrede og treogtreds katte i huset.,1
315,Han kunne spise ethundrede og niogtredive ethundrede og syvoghalvtreds appelsiner.,1
316,Der er ethundrede og seksogtredive ethundrede og halvfems ringe.,1
317,Der var nihundrede og treogfyrre femhundrede og treoghalvfems æbler på bordet.,1
318,Der er femhundrede og niogtredive syvhundrede og toogtredive bøger på biblioteket.,1
319,De tager femhundrede og syvogtredive hobbyer til Isengard.,0
320,Værelset var fyldt med ottehundrede og nitten syvhundrede og nioghalvfjerds kartofler.,1
321,Der var firehundrede og treogtredive katte i huset.,0
322,Drengen har syvhundrede og fjorten femhundrede og fire mønter.,1
323,Der var ettusind ettusind katte i huset.,1
324,Der er sekshundrede og elleve femoghalvtreds bøger på biblioteket.,1
325,Værelset var fyldt med firehundrede og seksogfyrre kartofler.,0
326,De tager sekshundrede og niogfirs hobbyer til Isengard.,0
327,Der var firehundrede og femogfyrre trehundrede og atten æbler på bordet.,1
328,Der er treoghalvfjerds ringe.,0
329,Der var firehundrede og fjorten æbler på bordet.,0
330,Værelset var fyldt med firehundrede og treogtredive ethundrede og elleve kartofler.,1
331,De tager tohundrede og tre firehundrede og syvogtyve hobbyer til Isengard.,1
332,Smeagol gør femhundrede og to firehundrede og to fluer ondt.,1
333,Der er sekshundrede og treogfirs firehundrede og to bøger på biblioteket.,1
334,Der er trehundrede og toogtreds ringe.,0
335,Værelset var fyldt med syvhundrede og treogfyrre kartofler.,0
336,Der var ottehundrede og fire nihundrede og fireoghalvfems katte i huset.,1
337,Legolas kastede firehundrede og femogtreds dværge.,0
338,Der er ethundrede og fyrre bøger på biblioteket.,0
339,Han kunne spise nihundrede og syvoghalvfjerds appelsiner.,0
340,De tager syvhundrede og treogfirs ottehundrede og toogtyve hobbyer til Isengard.,1
341,Værelset var fyldt med nihundrede og otteogfirs syvhundrede og otteoghalvfjerds kartofler.,1
342,Det koster nihundrede og halvtreds dollars.,0
343,Der var trehundrede og niogfyrre æbler på bordet.,0
344,Han kunne spise femhundrede og elleve appelsiner.,0
345,Drengen har nihundrede og firs mønter.,0
346,Smeagol gør femhundrede og syvogfyrre femhundrede og fireogtredive fluer ondt.,1
347,De tager nihundrede og atten trehundrede og to hobbyer til Isengard.,1
348,Smeagol gør trehundrede og fireogtyve fluer ondt.,0
349,Drengen har ethundrede og treoghalvfems mønter.,0
350,Legolas kastede trehundrede og toogfyrre dværge.,0
351,Værelset var fyldt med syvhundrede og treogtyve kartofler.,0
352,Smeagol gør femhundrede og fireogfyrre fluer ondt.,0
353,Der er tohundrede og syvogtreds bøger på biblioteket.,0
354,Legolas kastede sekshundrede og femoghalvfems tohundrede og seksogfirs dværge.,1
355,De tager ottehundrede og treoghalvtreds fireogfyrre hobbyer til Isengard.,1
356,De tager trehundrede og enogfyrre hobbyer til Isengard.,0
357,Han kunne spise syvogtyve appelsiner.,0
358,Han kunne spise femhundrede og femogfirs femogtreds appelsiner.,1
359,Værelset var fyldt med sekshundrede og syvogfirs kartofler.,0
360,Der var sekshundrede og fireoghalvfjerds æbler på bordet.,0
361,Der er ethundrede og otteogfirs ringe.,0
362,Der er trehundrede og syvoghalvtreds tohundrede og fireogtyve bøger på biblioteket.,1
363,Der er enogtyve ringe.,0
364,Der er nihundrede og enogtyve ringe.,0
365,Legolas kastede ethundrede og niogfyrre dværge.,0
366,Legolas kastede syvhundrede og halvtreds tyve dværge.,1
367,De tager ottehundrede og otteoghalvfems femten hobbyer til Isengard.,1
368,Der er ethundrede og et ringe.,0
369,Værelset var fyldt med ethundrede og seksogfyrre trehundrede og enoghalvfjerds kartofler.,1
370,Der var femhundrede og fireoghalvtreds firehundrede og toogfirs æbler på bordet.,1
371,Der var firehundrede og treds trehundrede og toogtyve æbler på bordet.,1
372,Der var femten trehundrede og ni katte i huset.,1
373,Smeagol gør ethundrede og treogtreds ethundrede og enogtredive fluer ondt.,1
374,Værelset var fyldt med syvhundrede og otteogtredive syvhundrede og seks kartofler.,1
375,Der var nihundrede og tretten trehundrede og femogtyve katte i huset.,1
376,Han kunne spise ethundrede og tredive tohundrede og syvoghalvtreds appelsiner.,1
377,Der var nihundrede og nitten katte i huset.,0
378,Der var tohundrede og ni æbler på bordet.,0
379,Der var ethundrede og treoghalvfems syvhundrede og tretten katte i huset.,1
380,Drengen har femhundrede og otteoghalvtreds mønter.,0
381,Der er firehundrede og toogtyve syvhundrede og nioghalvfjerds bøger på biblioteket.,1
382,Der var tohundrede og fireoghalvtreds katte i huset.,0
383,Der er tohundrede og seks ottehundrede og fireogtreds ringe.,1
384,Drengen har syvhundrede og fireoghalvfjerds femhundrede og otteogtyve mønter.,1
385,Der var ottehundrede og syvogfirs katte i huset.,0
386,Der var syvhundrede og femogfirs æbler på bordet.,0
387,Han kunne spise nihundrede og enoghalvfems firehundrede og niogtreds appelsiner.,1
388,Legolas kastede nihundrede og seksogfyrre ethundrede og otteogfirs dværge.,1
389,Der var sekshundrede og tyve tohundrede og treogtreds æbler på bordet.,1
390,Der var ottehundrede og nioghalvfems syvhundrede og femoghalvtreds æbler på bordet.,1
391,Værelset var fyldt med femhundrede og toogtyve tohundrede og treoghalvtreds kartofler.,1
392,Drengen har nihundrede og femoghalvfjerds mønter.,0
393,Legolas kastede trehundrede og treds dværge.,0
394,Der var tohundrede og tolv trehundrede og halvfems æbler på bordet.,1
395,Værelset var fyldt med trehundrede og femoghalvfems nihundrede og treoghalvtreds kartofler.,1
396,Der var tooghalvtreds æbler på bordet.,0
397,Der var ethundrede og fem trehundrede og tooghalvtreds katte i huset.,1
398,Smeagol gør firehundrede og treogfirs sekshundrede og toogfyrre fluer ondt.,1
399,De tager sekshundrede og seksogtyve hobbyer til Isengard.,0
400,Der er firehundrede og enoghalvtreds ethundrede og niogfyrre ringe.,1
401,Han kunne spise femhundrede og femogtreds femhundrede og tolv appelsiner.,1
402,Det koster sekshundrede og otteogfyrre seksogfyrre dollars.,1
403,Der er ethundrede og enogfyrre ringe.,0
404,Smeagol gør trehundrede og syvoghalvfems sekshundrede og ni fluer ondt.,1
405,Der var femhundrede og femogfirs trehundrede og femogtyve æbler på bordet.,1
406,Smeagol gør trehundrede og treoghalvfjerds fluer ondt.,0
407,De tager trehundrede og nitten hobbyer til Isengard.,0
408,Der er sekshundrede og ti tooghalvtreds ringe.,1
409,Smeagol gør femhundrede og treoghalvfjerds fluer ondt.,0
410,Der var sekshundrede og enoghalvfems tohundrede og fem æbler på bordet.,1
411,Der er trehundrede og otteogfyrre sekshundrede og halvtreds bøger på biblioteket.,1
412,Der var firehundrede og halvtreds æbler på bordet.,0
413,Der er nihundrede og syvoghalvfems ringe.,0
414,Værelset var fyldt med trehundrede og niogtreds kartofler.,0
415,Det koster trehundrede og otteogtredive dollars.,0
416,Legolas kastede femhundrede og enoghalvtreds dværge.,0
417,Der var ottehundrede og niogfirs tohundrede og femogtreds æbler på bordet.,1
418,Legolas kastede ottehundrede og seksogfyrre dværge.,0
419,Der var femoghalvtreds ethundrede og syvogtyve katte i huset.,1
420,Der er syvhundrede og otteogtyve ethundrede og otteoghalvtreds ringe.,1
421,Der var firehundrede og nioghalvfjerds trehundrede og fyrre katte i huset.,1
422,Der var femhundrede og syvoghalvfjerds nitten katte i huset.,1
423,Værelset var fyldt med ottehundrede og otteoghalvfjerds ottehundrede og tre kartofler.,1
424,Han kunne spise firehundrede og tolv appelsiner.,0
