,sents,labels
44,He could eat five hundred and fifty one oranges,0
45,There are one hundred and sixteen thirty seven books in the library,1
46,It costs seven hundred and eighty four dollars,0
47,The room was filled with sixteen potatoes,0
48,Smeagol hurts thirty flies,0
49,There are three hundred and fifteen books in the library,0
50,There were six hundred and forty two four hundred and eighty eight apples on the table,1
51,The room was filled with four hundred and one seven hundred and eighty five potatoes,1
52,There are two hundred and eighty five rings,0
53,There were two hundred and seventy seven apples on the table,0
54,The room was filled with three hundred and ninety six potatoes,0
55,There were three hundred and fourteen apples on the table,0
56,Legolas threw one hundred and sixteen dwarves,0
57,Legolas threw forty seven dwarves,0
58,Legolas threw seven hundred and forty six dwarves,0
59,They take three hundred and sixty three hobbits to Isengard,0
60,The room was filled with nine hundred and ten potatoes,0
61,He could eat seven hundred and ninety eight six hundred and seventy four oranges,1
62,Legolas threw four hundred and forty five dwarves,0
63,There are six hundred and fifty seven seven hundred and one rings,1
64,Smeagol hurts six hundred and sixty seven flies,0
65,The boy has twenty nine coins,0
66,Legolas threw eight hundred and twenty one dwarves,0
67,There are four hundred and thirty four eighty five rings,1
68,Smeagol hurts seven hundred and twenty nine flies,0
69,It costs nine hundred and fourteen six hundred and eighty five dollars,1
70,The room was filled with eighty one potatoes,0
71,The boy has eight hundred and five one hundred and fifty two coins,1
72,There are six hundred and sixty three books in the library,0
73,There were six hundred and forty eight cats in the house,0
74,The boy has eight hundred and twenty two coins,0
75,There were nine hundred and forty seven three hundred and seventy two cats in the house,1
76,Legolas threw six hundred and fifty seven dwarves,0
77,There are twenty one five hundred and fifty one rings,1
78,There were seven hundred and twenty apples on the table,0
79,There were seventy five two hundred and twenty apples on the table,1
80,There were five hundred and sixty two apples on the table,0
81,The room was filled with eight hundred and fifty six potatoes,0
82,Legolas threw two hundred and seventy one dwarves,0
83,He could eat nine hundred and seventy two three hundred and sixty oranges,1
84,They take six hundred and twelve one hundred and two hobbits to Isengard,1
85,There were one hundred and nine four hundred and ninety six cats in the house,1
86,Legolas threw five hundred and forty dwarves,0
87,There are one hundred and ninety eight two hundred and fifty six books in the library,1
88,They take two hundred and ninety five hobbits to Isengard,0
89,Legolas threw three hundred and sixty one two hundred and thirty five dwarves,1
90,There were two hundred and sixty five cats in the house,0
91,It costs six hundred and five dollars,0
92,Legolas threw two hundred and fourteen dwarves,0
93,He could eat three hundred and seven eight hundred and seventy eight oranges,1
94,There were five hundred and twenty two six hundred and ninety one apples on the table,1
95,There were seven hundred and eighty seven cats in the house,0
96,Legolas threw five hundred and seventy five seven hundred and thirty four dwarves,1
97,It costs two hundred and three dollars,0
98,There were twenty six eight hundred and fifty one apples on the table,1
99,There are four hundred and thirteen rings,0
100,It costs two hundred and ninety two five hundred and seventy five dollars,1
101,There were four hundred apples on the table,0
102,There are seven hundred and sixty eight rings,0
103,There were two hundred and thirty seven one hundred and forty one apples on the table,1
104,Smeagol hurts four hundred and seventy one eight hundred and sixty three flies,1
105,The boy has four hundred and twenty eight coins,0
106,Legolas threw six hundred and seventy one three hundred and sixty two dwarves,1
107,There are one hundred and eighty seven rings,0
108,Legolas threw nine hundred and seventy nine dwarves,0
109,Legolas threw two hundred and ninety dwarves,0
110,Smeagol hurts five hundred and seventy nine nine hundred and fifty two flies,1
111,They take three hundred seven hundred and seventy nine hobbits to Isengard,1
112,There are four hundred and two two hundred and nineteen books in the library,1
113,There were three hundred and thirty six hundred and eighty seven apples on the table,1
114,They take five hundred and eighty nine seven hundred and eighty hobbits to Isengard,1
115,He could eat six hundred and nineteen oranges,0
116,He could eat one hundred and sixty nine oranges,0
117,The boy has one hundred and twenty four six hundred and ninety seven coins,1
118,Smeagol hurts two hundred and twenty one flies,0
119,Smeagol hurts six hundred and twenty two nine hundred and eighty four flies,1
120,Legolas threw six hundred and forty seven dwarves,0
121,There are four hundred and eighty one rings,0
122,He could eat six hundred and sixty seven oranges,0
123,It costs eight hundred and forty five four hundred and seventy five dollars,1
124,It costs eight hundred and twenty two dollars,0
125,Legolas threw six hundred and ninety five dwarves,0
126,He could eat five hundred and ninety six hundred and sixty three oranges,1
127,He could eat eight hundred and eighty two seven hundred and forty eight oranges,1
128,It costs two hundred and ninety five four hundred and eighteen dollars,1
129,There were two hundred and ninety apples on the table,0
130,There are four hundred and thirty four eight hundred and sixty one rings,1
131,He could eat twenty three oranges,0
132,The room was filled with one hundred and thirty four six hundred and thirty five potatoes,1
133,Legolas threw seven hundred and seventy five hundred and eighty six dwarves,1
134,There were one hundred and four apples on the table,0
135,It costs eight hundred and eighty four seven hundred and thirty four dollars,1
136,Smeagol hurts twenty six flies,0
137,The boy has forty five coins,0
138,The boy has four hundred and thirty four coins,0
139,There are three hundred and sixty five books in the library,0
140,The boy has four hundred and forty nine coins,0
141,They take eight hundred and twenty one six hundred and sixty one hobbits to Isengard,1
142,Smeagol hurts five hundred and ninety three flies,0
143,There are one hundred and seventeen books in the library,0
144,Legolas threw four hundred and thirty one dwarves,0
145,The room was filled with three hundred and twenty two nine hundred and sixty eight potatoes,1
146,There were three hundred and twenty seven cats in the house,0
147,The boy has seven hundred and thirty five four hundred and twenty four coins,1
148,Legolas threw three hundred and seventy two dwarves,0
149,There are four hundred and ninety two rings,0
150,There are three rings,0
151,The boy has eight hundred and fifty four seven hundred and twenty six coins,1
152,There are four hundred and twenty books in the library,0
153,Legolas threw nine hundred and eighty two dwarves,0
154,There were eight hundred and sixty two cats in the house,0
155,Legolas threw three hundred and eighteen one hundred and fifty seven dwarves,1
156,There were six hundred and one eight hundred and ninety cats in the house,1
157,The boy has nine hundred and eighty two eight hundred and sixty eight coins,1
158,There were three hundred and fifteen seven hundred and eighty five apples on the table,1
159,It costs four hundred and thirty three fifty two dollars,1
160,There were eight hundred and seventy six sixty cats in the house,1
161,The boy has two hundred and four coins,0
162,It costs six hundred and forty four hundred and forty eight dollars,1
163,The boy has two hundred and sixty nine coins,0
164,The boy has nine hundred and eight eight hundred and ninety two coins,1
165,There were two hundred and sixteen apples on the table,0
166,They take four hundred and sixty eight hobbits to Isengard,0
167,There were two hundred and twenty two one hundred and thirty seven apples on the table,1
168,They take four hundred and thirty four hobbits to Isengard,0
169,The room was filled with three hundred and thirty four hundred and eighty seven potatoes,1
170,There are one hundred and forty five five hundred and forty four books in the library,1
171,They take six hundred and sixty six hobbits to Isengard,0
172,Legolas threw eight hundred and twenty one thirty eight dwarves,1
173,There are six hundred and six rings,0
174,It costs three hundred and fifty two five hundred and forty seven dollars,1
175,There were eight hundred and ninety four twenty seven cats in the house,1
176,The boy has eight hundred and thirty six coins,0
177,It costs four hundred and ninety nine forty five dollars,1
178,He could eat six hundred and twenty four oranges,0
179,There were five hundred and twenty eight hundred and ninety five apples on the table,1
180,He could eat six hundred and five five hundred and thirty nine oranges,1
181,He could eat seventy six oranges,0
182,It costs four hundred and twenty seven two hundred and fifty five dollars,1
183,There are eight hundred and nine rings,0
184,There were seven hundred and three cats in the house,0
185,The room was filled with eight hundred and thirty one potatoes,0
186,Legolas threw nine hundred and seventy dwarves,0
187,There were six hundred and ninety seven apples on the table,0
188,There were three hundred and fifty four cats in the house,0
189,There were seven hundred and forty seven apples on the table,0
190,There were nine hundred and seven four hundred and eighty one apples on the table,1
191,It costs three hundred and sixty five dollars,0
192,The room was filled with seven hundred and eight potatoes,0
193,The room was filled with two hundred and twenty seven hundred and fourteen potatoes,1
194,They take two hundred and forty eight hobbits to Isengard,0
195,They take five hundred and thirty eight hobbits to Isengard,0
196,He could eat nine hundred and thirty two ninety seven oranges,1
197,There are twenty seven hundred and sixty four books in the library,1
198,There were two hundred and sixty six apples on the table,0
199,The boy has two hundred and fifty six eight hundred and six coins,1
200,Smeagol hurts eight hundred and twelve flies,0
201,Legolas threw eight hundred and fifty two dwarves,0
202,It costs nine hundred and ninety dollars,0
203,The room was filled with two hundred and seventy potatoes,0
204,The boy has two hundred and twenty eight two hundred and ninety one coins,1
205,He could eat two hundred and forty four nine hundred and fourteen oranges,1
206,There were seventy eight six hundred and thirty one apples on the table,1
207,There are nine hundred and sixty eight books in the library,0
208,The room was filled with nine hundred and nine potatoes,0
209,There are nine hundred and sixty five seven hundred and sixty eight rings,1
210,There were seven hundred and seventy six cats in the house,0
211,The boy has eight hundred and eighty five coins,0
212,Smeagol hurts eight hundred and thirty five forty three flies,1
213,There were two hundred and thirty one cats in the house,0
214,It costs one hundred and eighty four nine hundred and fifty six dollars,1
215,There were one hundred and sixty apples on the table,0
216,Legolas threw two hundred and ninety five dwarves,0
217,There are five hundred and ninety five books in the library,0
218,It costs eight hundred and fifty eight eight hundred and nine dollars,1
219,The room was filled with eight hundred and thirty two potatoes,0
220,There are six hundred and seventeen books in the library,0
221,There were three hundred and nine six hundred and two cats in the house,1
222,He could eat six hundred and twenty oranges,0
223,He could eat six hundred and thirty seven oranges,0
224,There are two hundred and one nine hundred and ninety two books in the library,1
225,The boy has seven hundred and ninety two coins,0
226,There are three hundred and forty six seven hundred and twenty two rings,1
227,The room was filled with six hundred and thirty seven thirty potatoes,1
228,There are two hundred and eighty six books in the library,0
229,Smeagol hurts six hundred and eleven flies,0
230,There were nine hundred and forty six eight hundred and fifteen apples on the table,1
231,They take seventy six four hundred and sixty hobbits to Isengard,1
232,Legolas threw three hundred and seventy eight nine hundred and seventy one dwarves,1
233,There were twenty nine eight hundred and eighty eight cats in the house,1
234,There are four hundred and fifty seven books in the library,0
235,They take five hundred and forty three seven hundred and thirteen hobbits to Isengard,1
236,They take four hundred and seventeen eight hundred and forty four hobbits to Isengard,1
237,There are seven hundred and twenty three seventy nine books in the library,1
238,He could eat four hundred and sixty seven oranges,0
239,The room was filled with six hundred and eighty potatoes,0
240,The boy has eight hundred and sixty coins,0
241,They take eight hundred and twelve two hundred and two hobbits to Isengard,1
242,The room was filled with eight hundred and ninety six seven hundred and fifty potatoes,1
243,It costs one hundred and twenty three seven hundred and seven dollars,1
244,There were ninety six apples on the table,0
245,He could eat nine hundred and forty four six hundred and ninety eight oranges,1
246,The room was filled with six hundred and ninety four potatoes,0
247,It costs nine hundred and fifty two six hundred and thirty seven dollars,1
248,There are five hundred and fifty nine books in the library,0
249,There were nine hundred and forty five apples on the table,0
250,There were five hundred and twenty four one hundred and thirty apples on the table,1
251,It costs two hundred and forty seven twenty dollars,1
252,The boy has nine hundred and sixty one coins,0
253,Smeagol hurts one hundred and seventeen flies,0
254,It costs six hundred and fifteen dollars,0
255,He could eat six hundred and fifty eight three hundred and ninety three oranges,1
256,There were thirty cats in the house,0
257,There are four hundred and eighty three books in the library,0
258,There were four hundred and twenty four apples on the table,0
259,The room was filled with three hundred and fourteen four hundred and seven potatoes,1
260,The boy has eight hundred and thirty three eight hundred and ninety five coins,1
261,Smeagol hurts one hundred and thirty five flies,0
262,The room was filled with eight hundred and sixty five potatoes,0
263,There are three hundred and twenty nine seven hundred and six rings,1
264,Legolas threw eight hundred and one three hundred and sixty nine dwarves,1
265,Legolas threw five hundred and seventy nine dwarves,0
266,The room was filled with two hundred and sixty two four hundred and twenty six potatoes,1
267,There are five hundred and fifty one five hundred and nine books in the library,1
268,He could eat nine hundred and thirty one oranges,0
269,He could eat eight hundred and eighty five oranges,0
270,There were eight hundred and ninety seven seventeen cats in the house,1
271,There are seven hundred and seventy three books in the library,0
272,There are three hundred and eighteen seven hundred and twenty two rings,1
273,There are sixteen books in the library,0
274,There were one hundred and twenty five apples on the table,0
275,He could eat seven hundred and fifty one oranges,0
276,The room was filled with two hundred and ninety eight potatoes,0
277,There are two hundred and twelve one hundred and thirty seven books in the library,1
278,He could eat seven hundred and nineteen oranges,0
279,The boy has three hundred and seventy one coins,0
280,It costs five hundred and twenty four dollars,0
281,Legolas threw seven hundred and forty forty eight dwarves,1
282,They take seven hundred and fifty five hobbits to Isengard,0
283,The room was filled with one hundred and nineteen two hundred and sixty three potatoes,1
284,Smeagol hurts one hundred and thirty five seventy five flies,1
285,Smeagol hurts seven hundred and one flies,0
286,The boy has seven hundred and seventy two coins,0
287,The room was filled with three hundred and sixty seven potatoes,0
288,He could eat six hundred and thirteen five hundred and thirty oranges,1
289,There are six hundred and forty two rings,0
290,He could eat seven hundred and eight oranges,0
291,It costs five hundred and seventy five nine hundred and ten dollars,1
292,There were five hundred and ninety eight twenty nine apples on the table,1
293,Smeagol hurts two hundred and ninety nine flies,0
294,Smeagol hurts six hundred and eighteen flies,0
295,There are four hundred and forty six hundred and eighty one books in the library,1
296,There are two hundred and forty six sixty rings,1
297,It costs one hundred and thirty nine dollars,0
298,There were two hundred and two two hundred and thirty apples on the table,1
299,He could eat four hundred and fifty nine oranges,0
300,They take three hundred and thirty nine hundred and fifty six hobbits to Isengard,1
301,There are two hundred and thirty eight four hundred and forty three books in the library,1
302,Smeagol hurts nine hundred and sixty five one hundred and twenty eight flies,1
303,There are six hundred and eleven books in the library,0
304,It costs four hundred and seventy four dollars,0
305,The boy has eight hundred and thirty one three hundred and sixty three coins,1
306,Legolas threw six hundred and thirty four dwarves,0
307,There were one hundred and ninety four cats in the house,0
308,It costs seven hundred and seventy six five hundred and fifty seven dollars,1
309,The room was filled with five hundred and sixty potatoes,0
310,The boy has four hundred and sixty two coins,0
311,They take sixty five hobbits to Isengard,0
312,He could eat six hundred and thirty four hundred and nineteen oranges,1
313,He could eat six hundred and twenty three twenty nine oranges,1
314,The room was filled with six hundred and ninety seven eight hundred and eighty eight potatoes,1
315,Legolas threw five hundred and fifteen one hundred and fifty eight dwarves,1
316,The boy has two hundred and thirty two coins,0
317,He could eat two hundred and eighty six oranges,0
318,There are five hundred and twenty six one hundred and seventy two books in the library,1
319,It costs nine hundred and sixty one five hundred and fifty dollars,1
320,The boy has seven hundred and seventy seven coins,0
321,There are twenty four eight hundred and forty three rings,1
322,It costs five hundred and forty dollars,0
323,Smeagol hurts one hundred and sixty two six hundred and three flies,1
324,There were one hundred and fourteen apples on the table,0
325,There are eight hundred and ninety three rings,0
326,The boy has twenty four five hundred and twenty seven coins,1
327,Legolas threw seven hundred and twenty four nine hundred and ninety six dwarves,1
328,Legolas threw six hundred and twenty one four hundred and forty one dwarves,1
329,There were six hundred and thirty cats in the house,0
330,The boy has sixteen coins,0
331,Legolas threw one hundred and fourteen dwarves,0
332,Legolas threw seven hundred and twenty eight nine hundred and forty eight dwarves,1
333,There were seven hundred and eighty six apples on the table,0
334,They take five hundred and fourteen hobbits to Isengard,0
335,Smeagol hurts three hundred and fifty four five hundred and thirty nine flies,1
336,Smeagol hurts one hundred and eighty five flies,0
337,There were eight hundred and forty nine apples on the table,0
338,There are five hundred and eighty nine hundred and seventy three books in the library,1
339,It costs two hundred and twenty five dollars,0
340,It costs eight hundred and seventy one dollars,0
341,They take three hundred nine hundred and eighty six hobbits to Isengard,1
342,It costs seven hundred and ten dollars,0
343,They take three hundred and thirty eight eight hundred and thirty two hobbits to Isengard,1
344,There were nine hundred and eighty four five hundred and sixty five apples on the table,1
345,There were eight hundred and fifty four cats in the house,0
346,It costs nine hundred and fifty six seven hundred and forty dollars,1
347,Legolas threw seven hundred and ninety eight six hundred and eighty seven dwarves,1
348,He could eat seven hundred and twelve oranges,0
349,There are six hundred and sixty three one hundred and ninety one rings,1
350,Legolas threw two hundred and twenty five hundred and forty five dwarves,1
351,Smeagol hurts eight hundred and forty seven six hundred and twenty eight flies,1
352,There are eighty three rings,0
353,There were six hundred and fourteen cats in the house,0
354,They take eight hundred and eighty nine one hundred and eighty two hobbits to Isengard,1
355,Smeagol hurts seven hundred and nineteen flies,0
356,There are four hundred and sixty seven eight hundred and thirteen rings,1
357,The room was filled with four hundred and seventy potatoes,0
358,He could eat five hundred and ninety two oranges,0
359,It costs seven hundred and forty eight four hundred and seventy five dollars,1
360,There are eight hundred and two four hundred and eighty nine rings,1
361,There were forty nine eighty five cats in the house,1
362,There were four hundred and ninety one one hundred and eighteen apples on the table,1
363,He could eat nine hundred and sixteen oranges,0
364,It costs eighty three eight hundred and seventy one dollars,1
365,There are eight hundred and forty six rings,0
366,There were seven hundred and fifty two cats in the house,0
367,The room was filled with ninety seven potatoes,0
368,They take six hundred and eighty five hobbits to Isengard,0
369,The room was filled with three hundred and forty seven potatoes,0
370,There were six hundred and sixty three seven hundred and twelve cats in the house,1
371,Smeagol hurts two hundred and ten ninety four flies,1
372,They take ninety one hobbits to Isengard,0
373,There are six hundred and ninety two books in the library,0
374,There were fifty one cats in the house,0
375,There were eighty five three hundred and fourteen cats in the house,1
376,Smeagol hurts five hundred and eighty nine eighty two flies,1
377,There are nine hundred and forty two nine hundred and twenty three books in the library,1
378,The room was filled with six hundred and eighteen potatoes,0
379,The room was filled with five hundred and two three hundred and thirty one potatoes,1
380,They take eight hundred and eighty four three hundred and seventy four hobbits to Isengard,1
381,The room was filled with seven hundred and four potatoes,0
382,There were four hundred and eighty five two hundred and ninety cats in the house,1
383,There were eight hundred and sixty nine seven hundred and seventy five cats in the house,1
384,There were six hundred and fifty nine two hundred and thirty one cats in the house,1
385,There are seven hundred and forty five six hundred and three rings,1
386,The boy has two hundred and twenty seven eighty one coins,1
387,He could eat six hundred and fifty seven six hundred and seventy oranges,1
388,There are seven hundred and thirty seven eight hundred and thirty eight rings,1
389,He could eat nine hundred and ninety eight oranges,0
390,There were five hundred and eighty two hundred and thirty nine apples on the table,1
391,There were seven hundred and fifty two hundred and seventeen cats in the house,1
392,There were two hundred and forty seven nine hundred and sixty four cats in the house,1
393,The boy has thirty four coins,0
394,Legolas threw two hundred and seventy eight two hundred and twenty nine dwarves,1
395,There are two hundred and sixty three nine hundred and sixty five books in the library,1
396,Smeagol hurts six hundred and forty one five hundred and ninety three flies,1
397,The boy has four hundred and eighty one coins,0
398,He could eat six hundred and seventy six oranges,0
399,They take four hundred and twenty eight hobbits to Isengard,0
400,The room was filled with fifty three four hundred and eighty seven potatoes,1
401,Legolas threw ninety five two hundred and forty two dwarves,1
402,It costs two hundred and seventy one dollars,0
403,The boy has seven hundred and fifty eight coins,0
404,It costs five hundred and eighty three dollars,0
405,Legolas threw four hundred and ninety seven dwarves,0
406,There were nine hundred and fifty six cats in the house,0
407,He could eat two hundred and fifty one oranges,0
408,He could eat nineteen six hundred and seventy seven oranges,1
409,There are twenty three two hundred and ninety eight books in the library,1
410,There are six hundred and twenty six books in the library,0
411,There are one hundred and thirteen books in the library,0
412,There are six hundred and sixty three five hundred and seventy five books in the library,1
413,There were two hundred and three four hundred and eighteen apples on the table,1
414,They take thirty five hobbits to Isengard,0
415,There are three hundred and forty five three hundred and twenty four rings,1
416,Legolas threw two hundred and thirty nine dwarves,0
417,Smeagol hurts four hundred and seventy six four hundred and twenty flies,1
418,The room was filled with five hundred and forty one sixty five potatoes,1
419,There were eight eight hundred and nineteen apples on the table,1
420,There were three hundred and ninety seven apples on the table,0
421,There were five hundred and fifty three apples on the table,0
422,He could eat one hundred and three oranges,0
423,Smeagol hurts four hundred and forty nine seven hundred and fifty nine flies,1
424,He could eat eight hundred and seventy two one hundred and forty oranges,1
425,There were nine hundred and ninety eight eight hundred and eighty two apples on the table,1
426,There were eight hundred and fifty six nine hundred and fifty five apples on the table,1
427,Legolas threw three hundred and two five hundred and thirty eight dwarves,1
428,There are three two hundred and thirty six rings,1
429,He could eat three hundred and seventeen oranges,0
430,The boy has five hundred and seventy seven four hundred and thirty seven coins,1
431,The room was filled with seven hundred and sixty one hundred and eighty potatoes,1
432,There are one hundred and eighty three rings,0
433,The room was filled with ten potatoes,0
434,The room was filled with four hundred and fifty one potatoes,0
435,He could eat four hundred and one four hundred and forty three oranges,1
436,Smeagol hurts seven hundred and sixteen flies,0
437,The boy has one hundred and eighty five coins,0
438,They take sixty four four hundred and sixty eight hobbits to Isengard,1
439,The boy has forty four two hundred and thirty six coins,1
440,The boy has three hundred and sixty five fifty two coins,1
441,There are three hundred and six nine hundred and twenty eight rings,1
442,Legolas threw three hundred and seventy six dwarves,0
443,It costs three hundred and seventy dollars,0
444,It costs nine hundred and fifty six eight hundred and twenty seven dollars,1
445,There were five hundred and twenty six three hundred and thirty one apples on the table,1
446,Smeagol hurts two hundred and ninety six flies,0
447,He could eat seven hundred and ten five hundred and forty nine oranges,1
448,There were six hundred and seventy two seven hundred and ninety two apples on the table,1
449,It costs four hundred and seventy seven nine hundred and eleven dollars,1
450,It costs six hundred and fifty dollars,0
451,The room was filled with six hundred and fifty three eight hundred and thirty seven potatoes,1
452,There were eight hundred and seventy five nine hundred and fifty six apples on the table,1
453,Legolas threw one hundred and ninety eight seven hundred and ninety one dwarves,1
454,The boy has four hundred and forty six coins,0
455,There were four hundred and ninety seven apples on the table,0
456,Smeagol hurts one hundred and sixty four six hundred and eighty flies,1
457,The room was filled with seven hundred and twenty five potatoes,0
458,Smeagol hurts seven hundred and forty eight flies,0
459,He could eat seven hundred and thirty seven seven hundred and thirty four oranges,1
460,They take five hundred and ninety two five hundred and eighteen hobbits to Isengard,1
461,There are three hundred and forty seven eighty eight books in the library,1
462,The room was filled with five hundred and ninety two seven hundred and ninety six potatoes,1
463,It costs fifty nine three hundred and fifty eight dollars,1
464,The boy has nine hundred and fifty seven two hundred and forty two coins,1
465,It costs five hundred and twenty five two hundred and eighty one dollars,1
466,The boy has eight hundred and thirty three four hundred and sixty three coins,1
467,It costs six hundred and three dollars,0
468,The room was filled with six hundred and forty one potatoes,0
469,Smeagol hurts nine hundred and sixty seven nine hundred and sixty five flies,1
470,They take ninety three hundred and seventy eight hobbits to Isengard,1
471,There are two hundred and seventy nine rings,0
472,He could eat one hundred and forty eight oranges,0
473,The boy has eight hundred and forty six coins,0
474,The boy has eight hundred and twenty eight eight hundred and twenty two coins,1
475,Smeagol hurts five hundred and nine flies,0
476,There were four hundred and fifty seven five hundred and fifteen apples on the table,1
477,There are seven hundred and forty five five hundred and four books in the library,1
478,There are five hundred and twenty two seven hundred and forty rings,1
479,It costs fifteen dollars,0
480,There are nine hundred and sixty three nine hundred and sixty seven rings,1
481,The room was filled with three hundred and forty six potatoes,0
482,The boy has seven hundred and fifty four six hundred and eighty eight coins,1
483,The boy has two hundred and sixty five coins,0
484,There were four hundred and four cats in the house,0
485,Legolas threw twenty seven hundred and twenty nine dwarves,1
486,There are seventeen books in the library,0
487,Smeagol hurts six hundred and twenty six six hundred and fifteen flies,1
488,There are seventy two one hundred and forty two rings,1
489,There are six seventy eight books in the library,1
490,There are two hundred and forty one eight hundred and seventy two books in the library,1
491,It costs four hundred and thirteen nine hundred and fifty four dollars,1
492,There were nine hundred and ninety apples on the table,0
493,There were nine hundred and ninety seven hundred and seven apples on the table,1
494,Smeagol hurts five hundred and forty nine one hundred and thirty eight flies,1
495,They take one hundred and nineteen four hundred and forty two hobbits to Isengard,1
496,Smeagol hurts five hundred and eighty four flies,0
497,He could eat eight hundred and fourteen oranges,0
498,There are three hundred and eighteen rings,0
499,There were four hundred and forty six seven hundred and eighteen apples on the table,1
500,There were two hundred and seventy one apples on the table,0
501,He could eat two hundred and nine sixty three oranges,1
502,Legolas threw five hundred and four dwarves,0
503,The boy has four hundred and five four hundred and forty nine coins,1
504,Legolas threw two hundred and sixty two dwarves,0
505,There were seven hundred and eighteen cats in the house,0
506,Legolas threw eighty eight five hundred and two dwarves,1
507,There are nine hundred and fifty seven books in the library,0
508,The boy has one hundred and sixty six one hundred and thirty eight coins,1
509,The room was filled with seventy one potatoes,0
510,It costs seventeen dollars,0
511,The boy has seven hundred and ninety two one hundred and thirty eight coins,1
512,There are four hundred and forty nine rings,0
513,They take seven hundred and sixty one hobbits to Isengard,0
514,Legolas threw eight hundred and fifty nine eight hundred and fifty five dwarves,1
515,Legolas threw one hundred and ninety eight seven hundred and seventy nine dwarves,1
516,There are three hundred and twelve nine hundred and ninety three books in the library,1
517,It costs six hundred and eighty eight eight hundred and ninety one dollars,1
518,Smeagol hurts eight hundred and eighty eight flies,0
519,There were one hundred and ninety six cats in the house,0
520,Legolas threw four hundred and eighty three four hundred and twenty two dwarves,1
521,There were eighty eight four hundred and fifty two cats in the house,1
522,The boy has seven hundred and seventy four four hundred and sixty coins,1
523,He could eat seven hundred and fifty nine four hundred and twenty five oranges,1
524,There are five hundred and fifty four rings,0
525,Legolas threw six hundred and twelve one hundred and ninety five dwarves,1
526,He could eat five hundred and thirteen eleven oranges,1
527,Legolas threw two hundred and fifty nine dwarves,0
528,They take three hundred and sixty six three hundred and sixty five hobbits to Isengard,1
529,The boy has five hundred and forty four coins,0
530,Legolas threw one hundred dwarves,0
531,Legolas threw six hundred and thirty one seven hundred and ninety seven dwarves,1
532,There were three hundred and seventy three seven hundred and forty four apples on the table,1
533,There were three hundred and fifty five three hundred and twenty eight apples on the table,1
534,The boy has nine hundred and thirty five coins,0
535,There are five hundred and thirty nine rings,0
536,They take sixty two hobbits to Isengard,0
537,There are seven hundred and sixty four rings,0
538,They take nine hundred and seventy five hobbits to Isengard,0
539,There are nine hundred and eighty six rings,0
540,There were six hundred and sixty four apples on the table,0
541,There are two hundred and thirty two books in the library,0
542,There were eight hundred and seven eight hundred and thirty six apples on the table,1
543,There were five hundred and forty three cats in the house,0
544,Smeagol hurts nine hundred and six flies,0
545,There are seven hundred and eighty four seventy rings,1
546,The room was filled with eight hundred and sixty four potatoes,0
547,There were four hundred and thirty seven eight hundred and forty five cats in the house,1
548,The room was filled with four hundred and ninety five potatoes,0
549,There were three hundred and nine apples on the table,0
550,He could eat twenty two oranges,0
551,Smeagol hurts four hundred and seventy five flies,0
552,The room was filled with six hundred and fifty one potatoes,0
553,The boy has three hundred and seventy five six hundred and six coins,1
554,He could eat nine hundred and fifteen one hundred and three oranges,1
