,sents,labels
175,six hundred and thirty six; twenty nine,0
176,five hundred and nine; six hundred and fifty one,1
177,four hundred and twenty; seven hundred and five,1
178,six hundred and eighty three; one hundred and ninety three,0
179,six hundred and twenty seven; three hundred and seventy seven,0
180,nine hundred and fifteen; three hundred and sixty nine,0
181,nine hundred and ninety three; six hundred and ninety two,0
182,one hundred and eighty four; nine hundred and five,1
183,seven hundred and ninety three; eight hundred and forty three,1
184,eight hundred and nineteen; eight hundred and forty two,1
185,six hundred and twenty; sixty nine,0
186,six hundred and three; seven hundred and forty four,1
187,seven hundred and ninety three; six hundred and eighty four,0
188,five hundred and eighty one; eighty eight,0
189,three hundred and seven; eight hundred and thirty nine,1
190,nine hundred and fifty six; eight hundred and eighty three,0
191,five hundred and seven; seven hundred and eighty two,1
192,ninety one; two hundred and seventy two,1
193,seven hundred and eighty nine; one hundred and fifty nine,0
194,two hundred and thirty three; nine hundred and ninety three,1
195,eight hundred and seventy six; two hundred and twelve,0
196,six hundred and seventeen; two hundred and ten,0
197,four hundred and fifty eight; nine hundred and ninety three,1
198,eight hundred and fifty one; eight hundred and sixty seven,1
199,four hundred and eighty eight; eight hundred and forty eight,1
200,four hundred and nine; seven hundred and fourteen,1
201,two hundred and thirty five; three hundred and seventy seven,1
202,nine hundred and twenty one; nine hundred and twenty seven,1
203,five hundred and eleven; thirty two,0
204,seven hundred and ninety four; nine hundred and forty two,1
205,three hundred and sixty seven; seventy six,0
206,two hundred and ten; sixty nine,0
207,six hundred and twenty eight; three hundred and sixteen,0
208,four hundred and sixty three; five hundred and seventeen,1
209,seven hundred and ten; seven hundred and eleven,1
210,eight hundred and ninety seven; eight hundred and sixty one,0
211,two hundred and fifty four; five hundred and eleven,1
212,forty eight; four hundred and eighty four,1
213,three hundred and sixty five; five hundred and ten,1
214,eighty one; six hundred and seventy nine,1
215,eighty six; seven hundred and seventy four,1
216,seven hundred and nine; eight hundred and fifty two,1
217,three; five hundred and eighty nine,1
218,four hundred and forty eight; two hundred and forty five,0
219,two hundred and fifty three; two hundred and sixty six,1
220,nine hundred and seventy seven; fifty eight,0
221,two hundred and sixty eight; five hundred and ninety seven,1
222,one hundred and eighty eight; seven hundred and twenty one,1
223,eight hundred and ninety; two hundred and fifteen,0
224,two hundred and ninety nine; nine hundred and fifty nine,1
225,seven hundred and seventy eight; six hundred and twenty,0
226,eight hundred and eighty; two hundred and twelve,0
227,seven hundred and seventy five; six hundred and fifteen,0
228,three hundred and eighty three; two hundred and twenty five,0
229,five hundred and thirty nine; six hundred and eighty seven,1
230,four hundred and forty three; three hundred and eighty,0
231,nine hundred and one; one hundred and eighty three,0
232,two hundred and twenty seven; four hundred and sixty nine,1
233,six hundred and thirty five; two hundred and nine,0
234,seven hundred and eighty seven; nine hundred and forty seven,1
235,three hundred and three; five hundred and eighteen,1
236,five hundred and ten; nine hundred and fifty nine,1
237,four hundred and forty two; seven hundred and four,1
238,seven hundred and eighty; ninety three,0
239,eight hundred and forty one; seven hundred and forty four,0
240,seven hundred and thirty one; one hundred and fifty eight,0
241,four hundred and thirty; two hundred and eighty nine,0
242,three hundred and ninety nine; one hundred and forty seven,0
243,two hundred and thirty six; one hundred and fifty four,0
244,one hundred and nineteen; one hundred and sixty nine,1
245,five hundred and seventy seven; four hundred and ninety nine,0
246,five hundred and thirty five; one hundred and twenty one,0
247,three hundred and forty nine; ten,0
248,fifty three; forty one,0
249,six hundred and twenty one; fifty one,0
250,one hundred and seventy eight; seven hundred and seventy,1
251,seven hundred and eighty one; nine hundred and seventeen,1
252,five hundred and forty two; four hundred and ninety three,0
253,two hundred and eighty nine; forty eight,0
254,two hundred and six; three hundred and seventy four,1
255,seven hundred and fifty six; sixty one,0
256,nine hundred and ninety four; two hundred and ninety five,0
257,four hundred and forty four; nine hundred and ninety nine,1
258,four hundred and fifty five; five hundred and ninety two,1
259,eight hundred and eighty two; five hundred and twenty two,0
260,seven hundred and sixty three; three hundred and ninety three,0
261,six hundred and seventy seven; two hundred and sixty eight,0
262,nine hundred and seventy; five hundred and seventy one,0
263,six hundred and three; six hundred and forty nine,1
264,seven hundred and two; four hundred and sixty four,0
265,thirty nine; six hundred and forty eight,1
266,eight hundred and fifty three; seven hundred and fifty six,0
267,six hundred and thirty; five hundred and eighty three,0
268,four hundred and eighty three; four hundred and twenty nine,0
269,eight hundred and sixty seven; nine hundred and ninety two,1
270,sixty one; three hundred and thirty six,1
271,one hundred and forty six; seven hundred and seventy two,1
272,nine hundred and seventy three; six hundred and twenty three,0
273,one hundred and eighty three; three hundred and twenty nine,1
274,eighty six; three hundred and fifty three,1
275,six hundred and twenty four; four hundred and fifty five,0
276,eight hundred and eight; one hundred and seventeen,0
277,four hundred and twenty two; seven hundred and ninety five,1
278,five hundred and twenty six; eight hundred and seventy six,1
279,fifty; nine hundred and sixty two,1
280,sixty seven; fifteen,0
281,four hundred and seventy; one hundred,0
282,six hundred and forty six; eight hundred and seventy four,1
283,six hundred and ten; eight hundred and forty eight,1
284,three hundred and seventy four; one hundred and seventy eight,0
285,seven hundred and eighty five; one hundred and twenty nine,0
286,five hundred and twenty four; two hundred and fifty two,0
287,nine hundred and twenty one; two hundred and seventy five,0
288,five hundred and forty one; nine hundred and ninety one,1
289,eight hundred and seventy one; eight hundred and two,0
290,one hundred and seventy six; nine hundred and sixty seven,1
291,two hundred and fourteen; six hundred and eighty eight,1
292,one hundred and ninety nine; five hundred and fifty eight,1
293,four hundred and thirty one; two hundred and seventy two,0
294,three hundred and sixty two; six,0
295,six hundred and sixty four; five hundred and sixty six,0
296,three hundred and sixty two; seven hundred and fifty three,1
297,three hundred and seventy nine; nine hundred and ninety six,1
298,two hundred and twenty; one hundred and seventy one,0
299,seventy three; two hundred and eighty one,1
300,sixty three; seven hundred and sixty three,1
301,three hundred and seventeen; seven hundred and eighty one,1
302,eight hundred and twenty two; nine hundred and seventy six,1
303,one hundred and thirty; four hundred and seventy seven,1
304,five hundred and eighty seven; one hundred and sixty three,0
305,six hundred and fifty one; three hundred and seventy two,0
306,six hundred and fifty six; five hundred and ten,0
307,twenty; two hundred and sixty six,1
308,two hundred and thirty five; seven hundred and three,1
309,eight hundred and forty; five hundred and seventy five,0
310,two hundred and eight; one hundred and forty three,0
311,one hundred and fifty one; nine hundred and sixty four,1
312,three hundred and eighty two; eight hundred and forty seven,1
313,two hundred and ninety; five hundred and nine,1
314,seven hundred and thirty eight; seven hundred and two,0
315,one hundred and seventy six; three hundred and fifty two,1
316,one hundred; four hundred and forty nine,1
317,nine hundred and fifteen; nine hundred and eighty seven,1
318,six hundred and eighty seven; one hundred and fifty one,0
319,one hundred and eighty seven; seven hundred and forty,1
320,six hundred and ninety; eighty eight,0
321,six hundred and fifty six; seven hundred and ninety one,1
322,six hundred and ninety five; one hundred and eighty four,0
323,fifty two; four hundred and forty,1
324,two hundred and seventy one; seven hundred and thirty two,1
325,five hundred and seventy two; fifty seven,0
326,five hundred and seventy nine; five hundred and eighty six,1
327,four hundred and thirty nine; one hundred and sixty two,0
328,six hundred and ninety; seven hundred and six,1
329,forty four; thirty six,0
330,five hundred and seventy eight; one hundred,0
331,nine hundred and forty seven; one hundred and thirteen,0
332,twenty six; five hundred and thirty four,1
333,six hundred and seventy four; two hundred and twenty three,0
334,nine hundred; one hundred and eighty eight,0
335,four hundred and ninety four; three hundred and twenty seven,0
336,forty three; two hundred and fifty seven,1
337,four hundred and forty two; eight hundred and fifty two,1
338,five hundred and fifty; one hundred and fifty two,0
339,three hundred and thirty; nine hundred and forty three,1
340,four hundred and thirty five; five hundred and thirty six,1
341,twenty eight; three hundred and ninety nine,1
342,five hundred and ninety three; five hundred and twenty six,0
343,four hundred and twenty four; one hundred and forty eight,0
344,four hundred and eighty four; three hundred and sixty two,0
345,nine hundred and sixteen; forty two,0
346,nine hundred and forty six; five hundred and thirty three,0
347,eight hundred and seventy eight; six hundred and eight,0
348,nine hundred and twenty two; nine hundred and ninety eight,1
349,seven hundred and twenty one; five hundred and nine,0
350,two hundred and sixty three; two hundred and twenty three,0
351,six hundred and thirty two; six hundred and ninety eight,1
352,seven hundred and sixty; four hundred and forty,0
353,three hundred and ninety eight; two hundred and forty two,0
354,one hundred and eighty nine; two hundred and three,1
355,seven hundred and seven; eight hundred and thirteen,1
356,seven hundred and sixty eight; six hundred and twenty six,0
357,seven hundred and seventy seven; six hundred and two,0
358,eight hundred and twenty five; two hundred and twenty three,0
359,twenty; one hundred and eleven,1
360,nine hundred and eighty five; eight hundred and eighty eight,0
361,three hundred and fifteen; nine hundred and thirty three,1
362,five hundred and forty three; eight hundred and seventy two,1
363,three hundred and eighty six; one hundred and four,0
364,two hundred and eighty nine; six hundred and six,1
365,four hundred and twenty seven; seven hundred and ninety four,1
366,five hundred and ninety one; two hundred and fifty two,0
367,ninety seven; eight hundred and sixty eight,1
368,three hundred and thirty five; ninety three,0
369,five hundred and ninety five; five hundred and twenty eight,0
370,three hundred and three; nine hundred and sixteen,1
371,three hundred and eighty five; one hundred and ninety six,0
372,nine hundred and seven; nine hundred and sixty four,1
373,three hundred and ninety seven; one hundred and ninety three,0
374,two hundred and sixty eight; nine hundred and forty three,1
375,three hundred and eighty; two hundred and sixty two,0
376,four hundred and twenty eight; nine hundred and twenty five,1
377,eight hundred and seventeen; eighty one,0
378,three hundred and thirty six; two hundred and ninety five,0
379,twenty nine; fifty,1
380,four hundred and nineteen; four hundred and seventy five,1
381,eight hundred and forty nine; three hundred and sixty two,0
382,five hundred and seventy five; nine hundred and sixty six,1
383,five hundred and sixty one; eight hundred and fifty six,1
384,nine hundred and fifty eight; eight hundred and twenty one,0
385,two hundred and forty; four hundred and eleven,1
386,one hundred and eighty four; five hundred and twenty four,1
387,sixty four; ninety seven,1
388,two hundred and five; three hundred and eighty five,1
389,nine hundred and seventy two; one hundred and fourteen,0
390,nine hundred and thirty; five hundred and sixty three,0
391,twenty nine; three hundred and twenty,1
392,seven hundred and seventy four; eight hundred and seven,1
393,seven hundred and seventy six; three hundred and ninety five,0
394,three hundred and fifty one; nine hundred and seventy six,1
395,one thousand; six hundred and sixty seven,0
396,eight hundred and ninety nine; nine hundred and twenty eight,1
397,seven hundred and seventy two; seven hundred and forty seven,0
398,five hundred and eleven; three hundred and forty eight,0
399,three hundred and sixteen; four hundred and fifty nine,1
400,eight hundred and fifty two; two hundred and ninety nine,0
401,three hundred and forty five; six hundred and fifty three,1
402,two hundred and five; three hundred and ninety one,1
403,nine hundred and ninety eight; one hundred and sixty eight,0
404,five hundred and thirty three; nine hundred and nineteen,1
405,five hundred and twenty three; three hundred and fifteen,0
406,three hundred and sixty; four hundred and fifty nine,1
407,one hundred and sixty three; four hundred and forty seven,1
408,one hundred and thirty five; six hundred and thirty one,1
409,sixty; one hundred and eighty five,1
410,four hundred and eighty nine; two hundred and ninety nine,0
411,nine hundred and two; one hundred and thirteen,0
412,seven hundred and thirty nine; three hundred and ninety four,0
413,three hundred and twenty; two hundred and fifty three,0
414,one hundred and three; six hundred and eighty six,1
415,six hundred and thirteen; seven hundred and forty,1
416,five hundred and sixty six; three hundred and sixteen,0
417,one hundred and forty five; one hundred and twenty four,0
418,five hundred and sixty three; six hundred and sixty two,1
419,five hundred and fifty two; seven hundred and seventy,1
420,two hundred and seventy; one hundred and six,0
421,one hundred and sixty; four hundred and twenty,1
422,two hundred and eighty; two hundred and forty,0
423,seven hundred and twenty three; nine hundred and fifty two,1
424,five hundred and ten; two hundred and forty six,0
425,three hundred and twenty five; fifty five,0
426,two; eighty two,1
427,twenty; two hundred and ninety nine,1
428,six hundred and seventy five; eight hundred and three,1
429,six hundred and ninety six; six hundred and two,0
430,fifty nine; five hundred and sixty nine,1
431,eight hundred and twelve; one hundred and twenty seven,0
432,one hundred and seventeen; two hundred and eighty three,1
433,one hundred and twenty five; nine hundred and twenty four,1
434,three hundred and fifty; four hundred and seventy six,1
435,seven hundred and eighty; three hundred and seven,0
436,five hundred and ninety one; four hundred and thirty five,0
437,one hundred and twenty eight; eight hundred and forty two,1
438,six hundred and seventy seven; three hundred and forty,0
439,one hundred and thirty nine; four hundred and sixty six,1
440,one hundred and forty one; three hundred and sixty eight,1
441,seven hundred and forty eight; four hundred and thirty seven,0
442,six hundred and ninety one; ninety seven,0
443,four hundred and seventeen; six hundred and ninety three,1
444,sixty three; twenty,0
445,three hundred and twenty nine; nine hundred and ninety two,1
446,sixty five; eighty nine,1
447,nine hundred and twenty six; one hundred and fifty six,0
448,two hundred; eight hundred and forty one,1
449,nine hundred and seven; nine hundred and eighty three,1
450,seven hundred and thirty seven; two hundred and eighty five,0
451,five hundred and one; four hundred and seventy nine,0
452,eight hundred and fifty one; two hundred and fifty three,0
453,two hundred and four; fifty one,0
454,eight hundred and forty; three hundred and eighty five,0
455,two hundred and eleven; two hundred and eighty,1
456,three hundred and seventy seven; seventy two,0
457,three hundred and twenty nine; three hundred and twenty eight,0
458,three hundred and seventy seven; nine hundred and seventy five,1
459,eight hundred and four; nine hundred and ninety eight,1
460,five hundred and sixty eight; six hundred and ninety five,1
461,nine hundred and thirty seven; five hundred and six,0
462,eight hundred and ninety three; one hundred and fifty eight,0
463,six hundred and thirty; thirty four,0
464,seven hundred and seventy three; nine hundred and thirty two,1
465,four hundred and eleven; one hundred and twenty seven,0
466,one hundred and six; one hundred and eight,1
467,one hundred and eighty; nine hundred and ninety five,1
468,sixty seven; two hundred and fourteen,1
469,eleven; one hundred and seventy two,1
470,three hundred and sixty two; nine hundred and sixty eight,1
471,two hundred and nine; one hundred and sixty four,0
472,eight hundred and eighty one; four hundred and fifty four,0
473,six hundred and ninety nine; seventy four,0
474,eight hundred and eighty nine; forty five,0
475,nine hundred and seventy five; seven hundred and fifty five,0
476,two hundred and forty two; eight hundred and seventy,1
477,sixty six; nine hundred and forty one,1
478,one hundred and fourteen; nine hundred and seventy,1
479,nineteen; four hundred and forty,1
480,four hundred and thirty three; nine hundred and sixty nine,1
481,one hundred and four; one hundred and sixty nine,1
482,three hundred and seventeen; six hundred and sixteen,1
483,five hundred and fifty nine; two hundred and twenty two,0
484,six hundred and twenty four; three hundred and four,0
485,four hundred and ninety four; two hundred and seventy five,0
486,ninety five; six hundred and twenty six,1
487,sixty six; nine hundred and ninety two,1
488,one hundred and two; two hundred and eighty seven,1
489,five hundred and forty seven; one hundred and seventy one,0
490,seven hundred and ten; one thousand,1
491,nine hundred and twenty eight; five hundred and seventy six,0
492,ten; one hundred and seventy two,1
493,four hundred and twenty; nine hundred and sixty two,1
494,six hundred and sixty four; two hundred and one,0
495,thirty five; one hundred and twenty,1
496,fifty three; six hundred and twelve,1
497,six hundred and seventy nine; three hundred and ninety six,0
498,two hundred and forty nine; one hundred and forty two,0
499,eight hundred and eighty two; six hundred and eleven,0
500,five hundred and ninety eight; seven hundred and three,1
501,one hundred and six; nine hundred and fourteen,1
502,three hundred and ninety two; nine hundred and forty eight,1
503,eighty eight; nine hundred and forty eight,1
504,six hundred and sixty one; two hundred and eighty seven,0
505,seven hundred and fifty four; six hundred and twenty two,0
506,two hundred and ninety; three hundred and thirty six,1
507,nine hundred and seventy one; five,0
508,eight hundred and ninety five; seven hundred and twenty nine,0
509,nine hundred and sixteen; forty three,0
510,two hundred and ninety four; eight hundred and thirty two,1
511,six hundred and twelve; three hundred and forty,0
512,nine hundred and seventy nine; one hundred and twenty four,0
513,nine hundred and thirteen; sixty five,0
514,thirty six; eight hundred and twenty seven,1
515,two hundred and seventeen; seventy three,0
516,seven hundred and eighty; one hundred and forty three,0
517,one hundred and eight; one hundred and seventy two,1
518,two hundred and ninety seven; sixty two,0
519,nine hundred and fifty two; one hundred and nine,0
520,nine hundred and seventy eight; three hundred and fifty seven,0
521,two hundred and eighty six; five hundred and thirty five,1
522,seven hundred and eighty nine; six hundred and eighty six,0
523,three hundred and forty six; nine hundred and sixty nine,1
524,nine hundred and twelve; eight hundred and forty,0
525,three hundred and ninety seven; twenty six,0
526,sixty four; five hundred and eighty six,1
527,nine hundred and seventy five; five hundred and thirteen,0
528,seven hundred and forty four; one hundred and seventy two,0
529,nine hundred and seventy; eight hundred and fourteen,0
530,two hundred and sixty two; four hundred and fifty six,1
531,eight hundred and fourteen; two hundred and twelve,0
532,eight hundred and ninety three; eight hundred and sixty six,0
533,seven hundred and twenty five; eighteen,0
534,four hundred and eighty nine; six hundred and thirty seven,1
535,one hundred and seventeen; three hundred and fifty nine,1
536,five hundred and eighty one; two hundred and forty,0
537,five hundred and thirty eight; four hundred and sixty five,0
538,eight hundred and seventy five; seven hundred and eighty,0
539,four hundred and forty one; six hundred and twenty four,1
540,five hundred and forty; three hundred and sixty three,0
541,six hundred and sixty six; one hundred and twenty two,0
542,eight hundred and sixty nine; six hundred and thirty six,0
543,five hundred and seventy; six hundred and ninety two,1
544,one hundred and forty four; five hundred and ninety seven,1
545,seven hundred and forty four; eight hundred and ninety nine,1
546,one hundred and sixty five; seven hundred and thirty three,1
547,nine hundred and seventy two; six,0
548,three hundred and seven; six hundred and eighteen,1
549,two; eight hundred and fifty nine,1
550,three hundred and seventy four; eight hundred and twenty four,1
551,two hundred and eighty; nine hundred and ninety nine,1
552,ninety nine; six hundred and ninety five,1
553,seven hundred and twenty three; six hundred and thirty eight,0
554,two hundred and thirty; seven hundred and sixty four,1
555,eight hundred and fifty eight; one hundred and forty eight,0
556,five hundred and fifty two; nine hundred and ninety nine,1
557,three hundred and ninety five; two hundred and forty three,0
558,six hundred and sixty four; two hundred and forty,0
559,ninety five; five hundred and twenty one,1
560,seven hundred and ninety three; seventeen,0
561,seven hundred and twenty nine; two hundred and fifty one,0
562,three hundred and twelve; eight hundred and ninety five,1
563,three hundred and ten; three hundred and sixty one,1
564,one hundred and fifty nine; three hundred and thirty eight,1
565,two hundred and eleven; three hundred and forty,1
566,one hundred and thirty seven; sixty three,0
567,nine hundred and thirty eight; four hundred and thirty two,0
568,seven hundred and forty five; one hundred and four,0
569,ninety seven; seven hundred and twelve,1
570,seven hundred and forty one; nine hundred and four,1
571,nine hundred and ninety three; five hundred and ninety nine,0
572,eight hundred and twenty nine; three hundred and forty five,0
573,nine hundred and forty six; six hundred and forty seven,0
574,four hundred and fifty three; four hundred and ninety six,1
575,nine hundred and sixty four; three hundred and sixty eight,0
576,forty; twenty two,0
577,eight hundred and thirty nine; one hundred and fifty nine,0
578,four hundred and twenty three; seven hundred and fifty six,1
579,seven hundred and twenty four; one hundred and thirty,0
580,eighty three; five hundred and thirty eight,1
581,six hundred and fifty one; six hundred and ninety nine,1
582,six hundred and twelve; nine hundred and eighty two,1
583,seven hundred and ninety eight; five hundred and forty five,0
584,two hundred and forty nine; eight hundred and twenty five,1
585,four hundred and sixty three; nine hundred and forty three,1
586,nine hundred and thirty; seventy nine,0
587,three hundred and eighty nine; two hundred and fifty one,0
588,four hundred and eighty two; forty three,0
589,eight hundred and eighty six; eight hundred and seventy one,0
590,two hundred and eighty six; three hundred and twenty seven,1
591,nine hundred and thirty four; six hundred and ninety eight,0
592,one hundred and seventy eight; one hundred and ten,0
593,one hundred and eighty one; three hundred and eighty eight,1
594,three hundred and forty three; five hundred and forty two,1
595,five hundred and fifty four; three hundred and thirty nine,0
596,one hundred and ninety four; six hundred and eighteen,1
597,two hundred and twenty; five hundred and eighty three,1
598,nine hundred and thirty two; eight hundred and seventy one,0
599,eleven; four hundred and thirty seven,1
600,four hundred and twenty five; two hundred and seventy eight,0
601,four hundred and forty six; two hundred and eighty seven,0
602,six hundred and thirty eight; three hundred and seventy,0
603,nine hundred and seventy three; eight hundred and nine,0
604,six hundred and eight; two hundred and forty three,0
605,seven hundred and forty eight; four hundred and forty,0
606,seven hundred and one; six hundred and eighty nine,0
607,three hundred and twenty six; twenty one,0
608,eight hundred and fifteen; two hundred and forty four,0
