,sents,labels
109,sept cent vingt; six cent vingt sept,0
110,huit cent quatre vingt seize; trois cent deux,0
111,sept cent soixante six; deux cent cinquante deux,0
112,quatre cent cinquante sept; deux cent dix sept,0
113,dix neuf; trois,0
114,deux cent quatre vingt neuf; quatre cent quarante huit,1
115,huit cent soixante quinze; cinq cent quarante,0
116,deux cent vingt et un; trois cent vingt quatre,1
117,trois cent quatre vingt trois; sept cent quatre vingt six,1
118,trois cent quatre vingt six; quarante six,0
119,deux cent cinquante huit; soixante dix,0
120,sept cent quatre vingt trois; six cent cinquante,0
121,neuf cent vingt deux; cinq cents,0
122,cent soixante seize; cent quatre vingt quatre,1
123,cinq cent quarante neuf; sept cent soixante dix neuf,1
124,quatre vingt sept; huit cent quatre vingt onze,1
125,quatre vingt treize; sept cent vingt six,1
126,deux cent soixante dix; trois cent trente sept,1
127,quatre cent quatre vingt huit; deux cent dix,0
128,trois cent trente quatre; six cent trente sept,1
129,six cent dix; cinq cent vingt sept,0
130,trois cent quarante deux; quatre cent quatre vingt cinq,1
131,trois cent cinquante huit; cent neuf,0
132,huit cent dix sept; quatre cent soixante dix neuf,0
133,cinq cent quarante quatre; cent soixante trois,0
134,deux cent vingt et un; quatre vingt dix sept,0
135,six cent dix huit; six cent soixante dix sept,1
136,sept cent soixante dix; quatre cent cinquante trois,0
137,cinq cent cinquante huit; huit cent cinquante deux,1
138,sept cent soixante quatorze; trois cent quarante trois,0
139,quatre cent onze; cinq cent quatre vingt treize,1
140,cent soixante sept; six cent quatre vingt deux,1
141,neuf cent soixante deux; sept cent vingt cinq,0
142,trois cent six; six cent soixante quinze,1
143,cent cinquante trois; quatre cent treize,1
144,neuf; sept cent sept,1
145,soixante sept; quatre vingt dix huit,1
146,cent onze; six cent cinquante,1
147,trois; neuf cent quatre vingt neuf,1
148,six cent soixante et onze; neuf cent vingt trois,1
149,quatre cent treize; six cent quatre vingt dix,1
150,quatre cent quatre vingt six; trois cent soixante six,0
151,deux cent quarante deux; sept cent quatre vingt quinze,1
152,six cent douze; cent vingt sept,0
153,six cent vingt cinq; trois cent dix huit,0
154,deux cent trente cinq; huit cent quatre vingt dix neuf,1
155,sept cent quarante et un; cent dix huit,0
156,six cent cinquante deux; cinq cent dix sept,0
157,trois cent quatre vingt treize; deux cent trente quatre,0
158,neuf cent douze; trois cent douze,0
159,cent quatre vingt cinq; cent cinquante huit,0
160,quatre cent cinquante; six cent quatre vingt quatorze,1
161,huit cent quinze; deux cent soixante treize,0
162,sept cent treize; deux cent cinquante sept,0
163,six cent quatre vingt cinq; dix,0
164,cinq cent seize; huit cent trente neuf,1
165,sept cent vingt sept; six cent trente deux,0
166,deux cent quatre vingt cinq; quatre cent dix huit,1
167,quatre cent quatre vingt huit; huit cent soixante quinze,1
168,trois cent quatre vingt cinq; trente sept,0
169,sept cent trente deux; trois cent trois,0
170,quatre cent quarante; cinq cent soixante dix huit,1
171,huit cent quatre vingt dix; cent quatre vingt dix huit,0
172,cinq cent cinquante cinq; quatre vingt treize,0
173,cinq cent quatre vingt cinq; six,0
174,neuf cent quatre vingt treize; neuf cent soixante cinq,0
175,trois cent quatre vingt dix neuf; sept cent vingt et un,1
176,sept cent huit; cinq cent soixante dix,0
177,six cent quatre vingt treize; six cent quatre,0
178,quatre vingt cinq; cent deux,1
179,cent trente neuf; cent cinquante deux,1
180,neuf cent soixante; trois cent quatre vingt onze,0
181,huit cent soixante quinze; soixante dix sept,0
182,quatre cent quatre; six cent un,1
183,quatre cent treize; sept cent quarante huit,1
184,huit cents; sept cent soixante douze,0
185,cinq cent trente deux; neuf cent cinq,1
186,quatre cent quatre vingts; quatre cent quarante neuf,0
187,sept cent cinq; deux cent soixante six,0
188,quatre cent quarante sept; cent quatre vingt neuf,0
189,quatre cent quatre vingt six; soixante six,0
190,huit cent trente sept; cent un,0
191,vingt; trois cent soixante et onze,1
192,huit cent quatre vingt un; deux cent quarante huit,0
193,quatre cent cinquante cinq; cinq cent soixante et onze,1
194,cinquante huit; neuf cent quarante cinq,1
195,quatre cent quatre vingt huit; cent vingt sept,0
196,huit cents; deux cent quatre vingt dix huit,0
197,huit cent douze; cinq cent quatorze,0
198,neuf cent soixante huit; deux cent quatre vingt sept,0
199,quatre cent cinquante deux; cent soixante et un,0
200,sept cent cinquante deux; neuf cent dix huit,1
201,deux cent cinquante huit; six cent soixante deux,1
202,trois cent vingt deux; huit cent soixante quatorze,1
203,deux cent soixante huit; deux cent quatre,0
204,soixante dix huit; cent cinquante huit,1
205,neuf cent quatre vingt seize; cinq cents,0
206,quatre cent soixante quatre; six cent quatre vingt quatorze,1
207,six cent quarante cinq; cent quarante sept,0
208,trois cent quatre vingt quatre; neuf cent quatre vingt dix neuf,1
209,sept cent soixante dix; cinq cent six,0
210,six cent quatre vingt dix huit; sept cent trente deux,1
211,sept cent trente six; vingt cinq,0
212,trois cent soixante six; sept cent soixante seize,1
213,quatre cent soixante; deux cent vingt neuf,0
214,vingt trois; quatre cent cinquante six,1
215,deux cent cinquante quatre; neuf cent un,1
216,cent trente neuf; trois,0
217,cinq cent soixante dix sept; cinq cent vingt trois,0
218,huit cent soixante sept; cinq cent soixante dix neuf,0
219,cent quatre vingt onze; quatre cent quatorze,1
220,six cent cinquante trois; huit cent dix huit,1
221,quatre cent soixante quatorze; cinq cent trente trois,1
222,quatre cent vingt sept; neuf cent soixante,1
223,sept cent quatre vingt sept; cinq cent deux,0
224,trois cent cinquante neuf; six cent quatorze,1
225,cinq cent soixante dix; vingt deux,0
226,deux cent quatre vingt seize; quatre cent seize,1
227,trois cent soixante six; quatre cent quatre vingt dix huit,1
228,deux cent neuf; quatre cent trois,1
229,cent vingt deux; trois cent quatre vingt dix neuf,1
230,cinq cent quatre vingt dix neuf; six cent soixante neuf,1
231,neuf cent trente cinq; neuf cent quatre vingt dix neuf,1
232,cinq cents; six cent soixante quatorze,1
233,sept cent cinquante cinq; cent quatre vingt un,0
234,deux cent soixante six; soixante et un,0
235,trois cent vingt huit; deux cent quatre vingt dix neuf,0
236,cinq cent trente trois; huit cent soixante six,1
237,deux cent cinquante neuf; sept cent quatre vingt treize,1
238,six cent trente sept; quatre cent soixante quatre,0
239,cinq cent vingt cinq; sept cent quatre vingt quatorze,1
240,huit cent quatre vingt sept; cinq cent quatorze,0
241,sept cent quarante neuf; cent,0
242,cinquante; cent douze,1
243,quatre cent quatre vingt douze; trente sept,0
244,six cent trente huit; deux cent soixante dix sept,0
245,quatre cent cinquante sept; sept cent soixante quatorze,1
246,neuf cent quatre vingt douze; six cent quatre vingt deux,0
247,quatre cent quatre vingt un; huit cent quatre vingt trois,1
248,six cent treize; sept cent quatre vingts,1
249,neuf cent vingt; cent quarante sept,0
250,quatre cent soixante sept; six cent soixante,1
251,cinq cent trente et un; cinq cent soixante dix sept,1
252,huit cent cinquante neuf; sept cent quarante,0
253,deux cent quatre vingt seize; cinq cent quatre vingt douze,1
254,cinq cent quatre; quatre cent dix,0
255,deux cent seize; huit cent quatre vingt dix sept,1
256,quatre cent cinquante deux; quatre cent deux,0
257,sept cent vingt six; neuf cent soixante deux,1
258,six cent vingt neuf; neuf cent cinquante trois,1
259,huit cent soixante dix neuf; six cent trente cinq,0
260,quatre cent cinquante et un; quatre cent quatorze,0
261,six cent soixante quatre; soixante et onze,0
262,six cent quatre vingt dix huit; quatre vingt onze,0
263,cent quatre vingt six; cent quarante deux,0
264,sept cent trente cinq; six cent dix huit,0
265,six cent soixante douze; neuf cent cinquante sept,1
266,trois cent quatre vingt trois; cent cinquante deux,0
267,huit cent trente et un; six cent quatre,0
268,six cent cinquante trois; six cent soixante quatre,1
269,cinq cent quarante cinq; six cent cinquante huit,1
270,sept cent soixante quinze; huit cent quatre vingts,1
271,quatre cent quatre vingt dix huit; sept cent trente,1
272,cinq cent trente sept; cent quatre vingt trois,0
273,sept cent soixante neuf; trois cent vingt,0
274,vingt et un; trois cent soixante trois,1
275,huit cent quatre vingt quinze; deux cent soixante,0
276,cent trente quatre; huit cent soixante et onze,1
277,cent vingt et un; deux cent vingt trois,1
278,neuf cent soixante dix; huit cent soixante huit,0
279,neuf cent quatre vingt deux; six cent cinquante neuf,0
280,neuf cent quatre vingt trois; trois cent trente sept,0
281,six cent quarante cinq; deux cent quarante huit,0
282,deux cent soixante neuf; deux cent quatre vingt quatorze,1
283,six cent un; cent trente cinq,0
284,deux cent soixante neuf; deux cent soixante cinq,0
285,cent cinq; deux cent soixante six,1
286,quatre cent quatre vingt deux; sept cent quatre vingt un,1
287,cinq cent vingt huit; neuf cent vingt,1
288,deux cent vingt cinq; quarante cinq,0
289,cent; deux cent quatre vingt douze,1
290,deux cent trois; deux cent soixante quatre,1
291,trois cent vingt quatre; quatre cent quinze,1
292,huit cent dix; six cent soixante huit,0
293,soixante dix sept; huit cent vingt cinq,1
294,trois cent quatre vingt seize; huit cent soixante quatre,1
295,vingt deux; deux cent dix sept,1
296,deux cent vingt; sept cent quatre vingt seize,1
297,trois cent dix; quatre cent quatre vingt douze,1
298,huit cent quatre vingt huit; cinquante huit,0
299,huit cent vingt; cent trente sept,0
300,sept cent neuf; neuf cent treize,1
301,six cent cinquante cinq; cinq cent cinquante deux,0
302,neuf cent vingt deux; cent cinquante,0
303,quatre cent soixante huit; cent quatre vingt onze,0
304,deux cent soixante quatorze; trente et un,0
305,quatre cent trois; huit cent cinquante six,1
306,cinq cent trente six; trois cent quatre vingt neuf,0
307,sept cent soixante quinze; deux cent treize,0
308,six cent quarante deux; neuf cent neuf,1
309,neuf cent quatre vingt onze; trois cent onze,0
310,six cent quatre vingt dix sept; quatre cent quatre,0
311,huit cent trente six; sept cent soixante quinze,0
312,six cent soixante seize; six cent dix,0
313,quatre cent dix sept; trois cent cinquante deux,0
314,deux cent vingt; cinq cent soixante douze,1
315,huit cent vingt; dix huit,0
316,huit cent sept; cent quinze,0
317,cinquante neuf; neuf cent huit,1
318,neuf cent vingt sept; deux cent quatre vingt huit,0
319,quarante six; cinq cent un,1
320,neuf cent quarante neuf; cent douze,0
321,sept cent vingt cinq; six cent quatre,0
322,trois cent trente deux; quatre cent quatre vingt douze,1
323,cinq cent dix; trois cent soixante quinze,0
324,sept cent cinquante neuf; huit cent trente sept,1
325,huit cent cinquante quatre; quatre cent vingt cinq,0
326,cinq cent soixante quatre; six cent quarante huit,1
327,sept cent trente deux; cent vingt,0
328,sept cent soixante trois; cent vingt cinq,0
329,huit cent quinze; quatre cent cinquante cinq,0
330,cinq cent quarante six; deux cent vingt,0
331,quatorze; six cent soixante sept,1
332,cinq cent trente cinq; sept cent quatre vingt un,1
333,six cent trente quatre; quatre cent cinquante deux,0
334,deux cent neuf; quatre cent quatre vingt dix neuf,1
335,sept cent soixante seize; trois cent vingt six,0
336,quatre cent trente sept; cent quatre vingt quinze,0
337,sept cent soixante dix sept; six cent soixante treize,0
338,huit cent onze; treize,0
339,quatre cent quatre vingt trois; quatre cent quarante quatre,0
340,huit cent cinquante; quatre,0
341,quatre cent soixante et onze; six cent un,1
342,neuf cent soixante trois; cinq cent dix huit,0
343,neuf cent trente sept; deux cent soixante dix neuf,0
344,trente huit; trois cent dix neuf,1
345,huit cent trente huit; neuf cent quarante deux,1
346,six cent quatorze; cent quarante huit,0
347,huit cent soixante et un; huit cent soixante quinze,1
348,cent quatre vingt dix; six cent soixante six,1
349,cinq cent un; sept cent quarante quatre,1
350,cinq cent trois; huit cent dix huit,1
351,neuf cent vingt deux; huit cent cinquante trois,0
352,neuf cent cinquante six; neuf cent soixante huit,1
353,huit cent neuf; sept cent neuf,0
354,sept cent soixante six; six cent soixante seize,0
355,deux cent quinze; deux cent seize,1
356,quatre cent vingt cinq; soixante cinq,0
357,quatre cent soixante dix sept; six cent deux,1
358,six cent quarante et un; cinq cent soixante,0
359,cent douze; six cent onze,1
360,quinze; deux cent trente huit,1
361,quatre cent vingt neuf; trois cent treize,0
362,trois cent soixante deux; cinq cent seize,1
363,neuf cent soixante; six cent cinquante,0
364,soixante douze; quatre cent dix,1
365,six cent douze; neuf cent quatre vingt sept,1
366,soixante et onze; six cent quatre vingt quatorze,1
367,trois cent quarante trois; quatre cent soixante neuf,1
368,quatre cent quatre vingt quinze; cinq cent quarante sept,1
369,neuf cent quatre vingt huit; cent trente quatre,0
370,trois cent soixante dix sept; sept cent soixante quatorze,1
371,sept cent sept; cinq cent trente et un,0
372,dix neuf; neuf cent trente deux,1
373,huit cent quarante huit; cent quatre vingt trois,0
374,trois cent cinquante neuf; cent soixante trois,0
375,six cent vingt quatre; quarante cinq,0
376,quatre cent soixante huit; neuf cent quatorze,1
377,neuf cent trente six; deux cent neuf,0
378,cent seize; quatre cent quarante trois,1
379,neuf cent quarante deux; quatre cent quatre vingt dix sept,0
380,six cent quatre vingt onze; trois cent quatre vingt treize,0
381,quatre cent cinquante; cinq cent quarante et un,1
382,neuf; deux cent un,1
383,neuf cent vingt neuf; quarante,0
384,trois cent trente neuf; trois cent soixante douze,1
385,six cent dix huit; cinq cent quarante,0
386,huit cent vingt quatre; huit cent quarante trois,1
387,trois cent trente cinq; quatre vingt deux,0
388,six cent quatre vingt deux; cinq cent sept,0
389,sept cent quatre vingt treize; six cent quarante quatre,0
390,deux cent quatre vingt neuf; cent dix sept,0
391,neuf cent quatre vingt deux; dix huit,0
392,cent quatre vingt dix huit; six cent dix,1
393,six cent quatre vingt un; sept cent quarante trois,1
394,cent cinquante quatre; sept cent sept,1
395,huit cent quarante cinq; soixante quatorze,0
396,quatre cent trente; deux cent soixante douze,0
397,cent cinquante neuf; sept cent quarante trois,1
398,trois cent quatorze; vingt neuf,0
399,quatre vingt un; trois cent trente quatre,1
400,cinq cent quarante deux; quatre vingt deux,0
401,deux cent quatre vingt dix neuf; sept cent quarante et un,1
402,huit cent soixante dix; trois cent dix huit,0
403,six cent soixante treize; soixante,0
404,quatre cent trente deux; sept cent soixante six,1
405,vingt et un; quatre vingt quinze,1
406,neuf cent soixante deux; quatorze,0
407,deux cent soixante quinze; quinze,0
408,deux cent quatre vingt six; sept cent vingt huit,1
409,trois; quatre cent un,1
410,huit cent quatre vingt sept; sept cent quatre vingt dix sept,0
411,cinq cent quatre vingt cinq; sept cent trente quatre,1
412,trois cent soixante; cent quatre vingt dix neuf,0
413,quatre cent cinquante; trois cent treize,0
414,huit cent trois; trois cent soixante,0
415,huit cent vingt deux; huit cent quatre vingt trois,1
416,deux cent cinq; cinquante quatre,0
417,six cent soixante quatorze; cinq cent quarante deux,0
418,quatre cent trente et un; quarante cinq,0
419,huit cent douze; six cent vingt neuf,0
420,cinq cent vingt neuf; huit cent cinq,1
421,deux cent quatre vingt sept; huit cent soixante dix huit,1
422,six cent quatre vingt quinze; cent cinquante cinq,0
423,quatre cent deux; neuf cent soixante seize,1
424,cent trente trois; cent treize,0
425,quatre cent quarante sept; neuf cent dix huit,1
426,neuf cent quarante huit; huit cent trente trois,0
427,six cent dix neuf; trois cent deux,0
428,cent dix neuf; six cent vingt trois,1
429,cinq cent sept; deux cent quatre vingt quinze,0
430,cinquante neuf; cent dix sept,1
431,vingt trois; trois cent trente,1
432,huit cent dix neuf; trois cent vingt quatre,0
433,neuf cent cinquante cinq; neuf cent cinquante six,1
434,six cent soixante quatre; neuf cent soixante et onze,1
435,quatre vingt huit; cinq,0
436,neuf cent vingt trois; trois,0
437,quatre cent trente cinq; quarante cinq,0
438,neuf cent soixante huit; sept cent quatre vingt cinq,0
439,deux cent soixante; cent cinquante sept,0
440,trois cent trente trois; huit cent soixante,1
441,huit cent trente deux; trois cent vingt,0
442,deux cent trente deux; six cent trente,1
443,six cent deux; trois cent soixante quatre,0
444,cinq cent quatre vingt sept; cent quatre vingt neuf,0
445,deux cent quatre vingt sept; cinq cent quarante six,1
446,cinq cent quatre vingt un; deux cent quatre vingt dix huit,0
447,deux cent quarante neuf; neuf cent six,1
448,treize; six cent cinq,1
449,cinq; huit cent vingt et un,1
450,quatre cent soixante douze; huit cent quatre vingt quatre,1
451,six cent vingt six; huit cent vingt deux,1
452,neuf cent soixante seize; six cent quatre vingt treize,0
453,sept cent douze; quatre cent cinquante trois,0
454,neuf cent treize; six cent quarante deux,0
455,cinq cent quatre; cinq cent vingt cinq,1
456,trois cent soixante sept; sept cent cinquante et un,1
457,huit cent deux; deux cent vingt,0
458,trois cent cinquante neuf; huit cent soixante,1
459,quatre; cinq cent quatre vingt sept,1
460,deux cent quatre vingt douze; cinq cent cinquante deux,1
461,neuf cent quatre vingt douze; trois cent quarante,0
462,cent cinq; treize,0
463,soixante trois; huit cent soixante dix neuf,1
464,quatre cent deux; quatre cent quatre vingt douze,1
465,huit cent quatre vingt quatre; sept cent trente six,0
466,quatre cents; neuf cent soixante et onze,1
467,quatre cent quatre vingt douze; deux cent trente neuf,0
468,sept cent quatre vingt un; sept cent un,0
469,quatre vingt cinq; neuf cents,1
470,sept cent quarante cinq; six cent soixante quatre,0
471,deux cents; sept cent cinquante cinq,1
472,cinq cent vingt et un; cinquante sept,0
473,six cent soixante six; huit cent cinquante sept,1
474,huit cent cinq; neuf cent soixante dix neuf,1
475,six cent quatre vingt douze; cinquante deux,0
476,sept cent trente sept; cent vingt deux,0
477,deux cent dix huit; huit cent dix,1
478,trois cent soixante dix sept; trois cent cinquante huit,0
479,sept cent quatre vingt huit; quatre cent cinquante cinq,0
480,neuf cent quatre vingt sept; quatre vingt douze,0
481,six cent quatre vingt un; deux cent quatre vingt dix sept,0
482,cent quatre vingt seize; huit cent soixante quinze,1
483,neuf cent cinquante trois; cinq cent dix neuf,0
484,huit cent soixante treize; quatre cent soixante seize,0
485,quatre cent trente sept; neuf cent quatre vingt six,1
486,quarante sept; sept cent soixante seize,1
487,neuf cent quarante; cent trente et un,0
488,deux cent soixante six; cinq cent soixante cinq,1
489,cent quatre vingt trois; deux cent six,1
490,six cent quarante sept; six cent cinquante cinq,1
491,sept cent trente; quatre cent cinquante cinq,0
492,six cent soixante trois; cent trente six,0
493,trois cent quarante neuf; deux cent soixante,0
494,quatre cent soixante quatorze; trente six,0
495,sept cent quatre vingt douze; trois cent quatre vingt quatre,0
496,deux cent quatre vingt onze; quatre vingt quatorze,0
497,quatre cent quarante et un; six cent quarante deux,1
498,mille; sept cent cinquante trois,0
499,cinq cent soixante quatre; sept cent quatre vingt neuf,1
500,cinq cent soixante dix neuf; cinq cent soixante douze,0
501,deux cent trente sept; huit cent quatre vingt cinq,1
502,sept cent soixante dix; sept cent quatre vingt neuf,1
503,neuf cent deux; trois cent onze,0
504,deux cent soixante douze; mille,1
505,huit cent soixante treize; sept cent vingt cinq,0
506,deux cent soixante dix huit; huit cent soixante quinze,1
507,deux cent soixante et un; deux cent quarante,0
508,cent quatre vingt trois; deux cent soixante et onze,1
509,six cent quatre vingt cinq; trois cent trente six,0
510,quatre cent quatre vingt treize; trois cent dix neuf,0
511,cent; deux cent cinquante huit,1
512,cinq cent quarante trois; trois cent trente sept,0
513,sept cent soixante deux; soixante dix neuf,0
514,quatre cent soixante et un; sept cent vingt sept,1
515,huit cent vingt trois; sept cent quatre vingt sept,0
516,sept cent quarante deux; cinq cent trente six,0
517,huit cent vingt et un; six cent dix sept,0
518,huit cent trente et un; deux cent soixante cinq,0
519,cent trente six; quatre cent soixante six,1
520,huit cent quarante six; cent soixante treize,0
521,neuf cent soixante quatre; deux cent douze,0
522,trois cent trente quatre; trois cent soixante dix neuf,1
523,deux cent cinquante et un; trois cent trente cinq,1
524,deux cent cinquante cinq; huit cent vingt huit,1
525,cent deux; sept cent quatre vingt douze,1
526,huit cent quarante et un; neuf cent vingt quatre,1
527,quatre cent quatre vingt dix; huit cent cinquante et un,1
528,cent quarante quatre; sept cent trente six,1
529,soixante trois; trois cent vingt,1
530,cinq cent soixante cinq; six cent quatre vingt cinq,1
531,neuf cent quinze; six cent vingt quatre,0
532,neuf cent soixante quatre; six cent neuf,0
533,neuf cent soixante dix huit; quarante quatre,0
534,sept cent quatre vingt sept; six cent soixante huit,0
535,sept cent quatre vingt un; cent trente cinq,0
536,cinq cent dix sept; six cent huit,1
537,deux cent quarante trois; sept cent soixante trois,1
538,six cent trente quatre; cent soixante deux,0
539,vingt six; deux cent soixante cinq,1
540,trois cent soixante et onze; quatre cent vingt et un,1
541,deux cent quatre vingt dix; deux cent vingt et un,0
542,deux cent quatre vingts; quatre cent quatre vingt dix neuf,1
543,soixante huit; trois cent quarante neuf,1
544,sept cent quarante; quatre cent vingt,0
545,cent cinquante; huit cent soixante douze,1
546,deux cent quatre vingt huit; trois cent vingt et un,1
547,trois cent cinquante trois; cent soixante cinq,0
548,deux cent soixante et un; quatre cent vingt quatre,1
549,six cent dix neuf; neuf cent quatre vingts,1
550,soixante sept; deux cent trente cinq,1
551,neuf cent soixante six; cinq cent soixante sept,0
552,cent quatorze; sept cent trente huit,1
553,cinq cent douze; cent vingt,0
554,neuf cent soixante dix huit; quatre cent quatre vingt huit,0
555,huit cent vingt huit; trois cent quatre vingt dix,0
556,sept cent soixante sept; sept cent trente trois,0
557,huit cent dix huit; quatre cent soixante treize,0
558,sept cent quarante six; deux cent cinquante deux,0
559,quarante deux; six cent vingt quatre,1
560,neuf cent quatorze; quatre cent soixante cinq,0
561,sept; deux cent cinquante sept,1
562,six cent dix huit; six cent quinze,0
563,deux cent quatre vingt dix huit; sept cent neuf,1
564,cinq cent vingt neuf; cinq cent vingt trois,0
565,sept cent trente neuf; deux cent quatre vingt un,0
566,cent vingt neuf; six cent quatorze,1
567,cinq cent soixante treize; deux cent quatre vingt onze,0
568,sept cent quatre vingt deux; deux cent quarante cinq,0
569,cinq cent quarante quatre; cent trente neuf,0
570,cent trente; deux cent trois,1
571,cinq cent quarante huit; huit cent soixante six,1
572,sept cent trente neuf; cent vingt huit,0
573,six cent quatre vingt quinze; quatre cent cinquante neuf,0
574,deux cent quatre; cinq cent soixante quinze,1
575,deux cent trente trois; trois cent soixante treize,1
576,six cent six; neuf cent vingt deux,1
577,quatre cent dix sept; six cent cinquante cinq,1
578,cinq cent cinquante et un; six cent cinquante quatre,1
579,neuf cent quatre vingts; sept cent cinquante trois,0
580,trois cent dix huit; huit cent trente quatre,1
581,sept cent soixante seize; cent douze,0
582,six cent vingt trois; quatre cent soixante six,0
583,trois cent seize; sept cent soixante dix huit,1
584,cinq cent quarante six; deux cent quarante neuf,0
585,trois cent trente huit; neuf cent cinquante trois,1
586,cinq cent vingt huit; cent seize,0
587,neuf cent soixante et onze; quatre cent soixante quatorze,0
588,sept cent soixante quatre; deux cent quatre vingt huit,0
