,sents,labels
25,Smeagol gør firetusinde og tooghalvtreds fluer ondt.; Smeagol gør firetusinde og trehundrede og sytten fluer ondt.,1
26,De tager totusinde og firehundrede og enogtredive hobbyer til Isengard.; De tager tretusinde og femhundrede og niogtyve hobbyer til Isengard.,1
27,Drengen har nihundrede og treoghalvfjerds mønter.; Drengen har firetusinde og tohundrede og syv mønter.,1
28,Drengen har totusinde og ottehundrede og to mønter.; Drengen har firetusinde og femhundrede og otteoghalvfjerds mønter.,1
29,De tager sekshundrede og otteogtredive hobbyer til Isengard.; De tager tretusinde og firehundrede og treogfirs hobbyer til Isengard.,1
30,Der var tohundrede og seksoghalvfems katte i huset.; Der var tretusinde og femhundrede og femoghalvfjerds katte i huset.,1
31,Der er totusinde og ottehundrede og fireoghalvfems ringe.; Der er sekshundrede og toogtreds ringe.,0
32,Han kunne spise tretusinde og sekshundrede og syvoghalvfems appelsiner.; Han kunne spise totusinde og firehundrede og nioghalvfjerds appelsiner.,0
33,De tager firetusinde og ethundrede og nioghalvtreds hobbyer til Isengard.; De tager firehundrede og tyve hobbyer til Isengard.,0
34,Der er tretusinde og tohundrede og syvoghalvfems bøger på biblioteket.; Der er tretusinde og trehundrede og toogfyrre bøger på biblioteket.,1
35,Der er to bøger på biblioteket.; Der er totusinde og femhundrede og seksogtreds bøger på biblioteket.,1
36,Smeagol gør ettusinde og ottehundrede og treds fluer ondt.; Smeagol gør ethundrede og nioghalvfems fluer ondt.,0
37,Drengen har tretusinde og sekshundrede og syvoghalvtreds mønter.; Drengen har ottehundrede og seksogfyrre mønter.,0
38,Legolas kastede totusinde og nihundrede og fireogtyve dværge.; Legolas kastede tretusinde og ottehundrede og otteogtreds dværge.,1
39,Han kunne spise trehundrede og treoghalvtreds appelsiner.; Han kunne spise ettusinde og femhundrede og femoghalvtreds appelsiner.,1
40,Der var firetusinde og toogfirs katte i huset.; Der var firetusinde og femhundrede og toogfyrre katte i huset.,1
41,Drengen har tretusinde og syvhundrede og halvtreds mønter.; Drengen har totusinde og firehundrede og syvogtredive mønter.,0
42,Det koster totusinde og firehundrede og tooghalvfems dollars.; Det koster ettusinde og firehundrede og toogtreds dollars.,0
43,Værelset var fyldt med totusinde og sekshundrede og halvfems kartofler.; Værelset var fyldt med tohundrede og femogtredive kartofler.,0
44,Der er tretusinde og ethundrede og treoghalvfems bøger på biblioteket.; Der er firetusinde og tohundrede og et bøger på biblioteket.,1
45,Værelset var fyldt med ettusinde og femhundrede og atten kartofler.; Værelset var fyldt med nihundrede og toogtredive kartofler.,0
46,Der var totusinde og nioghalvfjerds katte i huset.; Der var firetusinde og nihundrede og syvogtyve katte i huset.,1
47,Drengen har firetusinde og firehundrede og et mønter.; Drengen har firetusinde og tolv mønter.,0
48,Smeagol gør totusinde og firehundrede og fem fluer ondt.; Smeagol gør tretusinde og syvhundrede og fireogtreds fluer ondt.,1
49,Værelset var fyldt med firetusinde og ottehundrede og otteogtyve kartofler.; Værelset var fyldt med totusinde og nihundrede og syvogfirs kartofler.,0
50,Smeagol gør ettusinde og tohundrede og treogtyve fluer ondt.; Smeagol gør firetusinde og nihundrede og tre fluer ondt.,1
51,Der er tretusinde og femhundrede og enoghalvfjerds bøger på biblioteket.; Der er totusinde og tohundrede og treoghalvfjerds bøger på biblioteket.,0
52,De tager sekshundrede og treoghalvfjerds hobbyer til Isengard.; De tager firetusinde og ottehundrede og enoghalvfjerds hobbyer til Isengard.,1
53,Der er totusinde og syvhundrede og fire bøger på biblioteket.; Der er ettusinde og firehundrede og fireoghalvfems bøger på biblioteket.,0
54,Værelset var fyldt med ethundrede og enogtredive kartofler.; Værelset var fyldt med totusinde og trehundrede og ti kartofler.,1
55,Smeagol gør trehundrede og syvogtreds fluer ondt.; Smeagol gør ettusinde og sekshundrede og atten fluer ondt.,1
56,Værelset var fyldt med ettusinde og femhundrede og fireogtredive kartofler.; Værelset var fyldt med firetusinde og tohundrede og niogtredive kartofler.,1
57,Der er ettusinde og firehundrede og halvfjerds ringe.; Der er ettusinde og femhundrede og fireoghalvtreds ringe.,1
58,Drengen har totusinde og ethundrede og otteogfyrre mønter.; Drengen har ettusind mønter.,0
59,Der er syvhundrede og treoghalvtreds bøger på biblioteket.; Der er firetusinde og fyrre bøger på biblioteket.,1
60,Der var firetusinde og tohundrede og tooghalvfjerds æbler på bordet.; Der var nihundrede og syvogfyrre æbler på bordet.,0
61,Der var ettusinde og syvhundrede og toogtyve æbler på bordet.; Der var tohundrede og fem æbler på bordet.,0
62,Han kunne spise nihundrede og seksogfirs appelsiner.; Han kunne spise totusinde og nihundrede og enoghalvtreds appelsiner.,1
63,Der er firetusinde og sekshundrede og otteogfirs bøger på biblioteket.; Der er tretusinde og trehundrede og otteogfyrre bøger på biblioteket.,0
64,Legolas kastede tretusinde og niogtredive dværge.; Legolas kastede tretusinde og sekshundrede og niogtredive dværge.,1
65,De tager totusinde og syvhundrede og enoghalvfjerds hobbyer til Isengard.; De tager nihundrede og treogtreds hobbyer til Isengard.,0
66,Der var firetusinde og tohundrede og femoghalvtreds æbler på bordet.; Der var tretusinde og ethundrede og treds æbler på bordet.,0
67,Der er totusinde og nihundrede og seksogtredive bøger på biblioteket.; Der er trehundrede og seksogtyve bøger på biblioteket.,0
68,Legolas kastede ettusinde og femhundrede og syvogfyrre dværge.; Legolas kastede tretusinde og femhundrede og syv dværge.,1
69,Drengen har tretusinde og firehundrede og femogtredive mønter.; Drengen har tretusinde og sekshundrede og syvoghalvtreds mønter.,1
70,Det koster totusinde og femhundrede og niogfyrre dollars.; Det koster firetusinde og syvhundrede og atten dollars.,1
71,Der var tretusinde og trehundrede og seksoghalvfems katte i huset.; Der var totusinde og ethundrede og ni katte i huset.,0
72,Der var ettusinde og firehundrede og treoghalvfems æbler på bordet.; Der var firetusinde og syvhundrede og fyrre æbler på bordet.,1
73,Der var ettusinde og syvhundrede og treds katte i huset.; Der var firetusinde og firehundrede og to katte i huset.,1
74,Der var tretusinde og syvoghalvfems æbler på bordet.; Der var firetusinde og nihundrede og tretten æbler på bordet.,1
75,Der er ettusinde og ni ringe.; Der er ettusinde og ethundrede og enogtyve ringe.,1
76,Der var ettusinde og tohundrede og ni æbler på bordet.; Der var ettusinde og tohundrede og femogtredive æbler på bordet.,1
77,Der var trehundrede og niogtreds katte i huset.; Der var ettusinde og firehundrede og femogtyve katte i huset.,1
78,Værelset var fyldt med firehundrede og syvogfirs kartofler.; Værelset var fyldt med totusinde og ottehundrede og toogfyrre kartofler.,1
79,Det koster firetusinde og femhundrede og tooghalvfems dollars.; Det koster totusinde og tohundrede og atten dollars.,0
80,Han kunne spise totusinde og ethundrede og to appelsiner.; Han kunne spise tretusinde og syvhundrede og to appelsiner.,1
81,Værelset var fyldt med tretusinde og ethundrede kartofler.; Værelset var fyldt med totusinde og femhundrede og tyve kartofler.,0
82,Legolas kastede ettusinde og femhundrede og tolv dværge.; Legolas kastede tretusinde og nioghalvfems dværge.,1
83,Værelset var fyldt med firetusinde og trehundrede kartofler.; Værelset var fyldt med tretusinde og ethundrede og seksogfirs kartofler.,0
84,Der var totusinde og femhundrede og femten katte i huset.; Der var tretusinde og femogtyve katte i huset.,1
85,Legolas kastede totusinde og tohundrede og to dværge.; Legolas kastede femhundrede og femoghalvfems dværge.,0
86,Der var ettusinde og nihundrede og syvogfirs æbler på bordet.; Der var ethundrede og toogtreds æbler på bordet.,0
87,Smeagol gør ettusinde og tohundrede og enogfyrre fluer ondt.; Smeagol gør ettusinde og ethundrede og femogtreds fluer ondt.,0
88,Han kunne spise femtusind appelsiner.; Han kunne spise ettusinde og trehundrede og femoghalvtreds appelsiner.,0
89,Der var tretusinde og firehundrede og syvogtyve æbler på bordet.; Der var firetusinde og otte æbler på bordet.,1
90,Han kunne spise firetusinde og ottehundrede og fireogfyrre appelsiner.; Han kunne spise ettusinde og femhundrede og seks appelsiner.,0
91,Det koster ottehundrede og otteogfirs dollars.; Det koster ethundrede og enogtyve dollars.,0
92,Der var ettusinde og treogfirs katte i huset.; Der var syvhundrede og tyve katte i huset.,0
93,Han kunne spise ettusinde og elleve appelsiner.; Han kunne spise totusinde og ottehundrede og nioghalvtreds appelsiner.,1
94,De tager tretusinde og femhundrede og halvfems hobbyer til Isengard.; De tager firetusinde og tohundrede og fireogtredive hobbyer til Isengard.,1
95,Der er firetusinde og nihundrede og tooghalvtreds ringe.; Der er ettusinde og tohundrede og enogfyrre ringe.,0
96,Drengen har totusinde og femhundrede og nioghalvfjerds mønter.; Drengen har nihundrede og tredive mønter.,0
97,Han kunne spise ettusinde og trehundrede og fireoghalvfems appelsiner.; Han kunne spise syvhundrede og seksten appelsiner.,0
98,Der er firetusinde og otteoghalvtreds ringe.; Der er ettusinde og nihundrede og syvogtyve ringe.,0
99,Der var firetusinde og firehundrede og seksoghalvfems æbler på bordet.; Der var ettusinde og tooghalvtreds æbler på bordet.,0
100,Der er tretusinde og ottehundrede og syvogtreds ringe.; Der er ettusinde og femhundrede og seksoghalvtreds ringe.,0
101,Det koster ettusinde og tohundrede og seksogfirs dollars.; Det koster firetusinde og firehundrede og fireogtyve dollars.,1
102,Der er sekshundrede og ni ringe.; Der er sekshundrede og syvogfirs ringe.,1
103,De tager ethundrede og enoghalvtreds hobbyer til Isengard.; De tager firetusinde og sekshundrede og otteoghalvfjerds hobbyer til Isengard.,1
104,Værelset var fyldt med sekshundrede og seksten kartofler.; Værelset var fyldt med tretusinde og nihundrede og seksogtyve kartofler.,1
105,Der var ettusinde og sekshundrede og femogtreds katte i huset.; Der var firetusinde og enoghalvtreds katte i huset.,1
106,Der var tretusinde og nihundrede og seksogtyve katte i huset.; Der var tretusinde og ethundrede og syvoghalvfjerds katte i huset.,0
107,Drengen har totusinde og tohundrede og syvoghalvtreds mønter.; Drengen har totusinde og ottehundrede og fem mønter.,1
108,Der er ettusinde og sekshundrede og enoghalvtreds ringe.; Der er ettusinde og syvhundrede og fem ringe.,1
109,Det koster nitten dollars.; Det koster firetusinde og femhundrede og fireogtyve dollars.,1
110,Legolas kastede ettusinde og nihundrede og seksten dværge.; Legolas kastede totusinde og treogtredive dværge.,1
111,Der er ettusinde og firehundrede og toogtreds ringe.; Der er tretusinde og ottehundrede og seksogtyve ringe.,1
112,Smeagol gør femhundrede og fjorten fluer ondt.; Smeagol gør firetusinde og sekshundrede og otte fluer ondt.,1
113,Der er femhundrede og ti ringe.; Der er ethundrede og fireoghalvfjerds ringe.,0
114,Der var firetusinde og fem katte i huset.; Der var ettusinde og syvhundrede og femoghalvfems katte i huset.,0
115,Der var firetusinde og tohundrede og fire æbler på bordet.; Der var tretusinde og treoghalvfems æbler på bordet.,0
116,Der er firetusinde og sekshundrede og to ringe.; Der er ettusinde og trehundrede og niogfyrre ringe.,0
117,Det koster firetusinde og nihundrede og toogtreds dollars.; Det koster tretusinde og trehundrede og fyrre dollars.,0
118,Legolas kastede ettusinde og ethundrede dværge.; Legolas kastede fem dværge.,0
119,Det koster ettusinde og ethundrede og treogtredive dollars.; Det koster ethundrede og treogtreds dollars.,0
120,Der var totusinde og sekshundrede og enogfirs katte i huset.; Der var syvhundrede og syvogtyve katte i huset.,0
121,Der er firetusinde og ottehundrede og seksogtyve bøger på biblioteket.; Der er totusinde og tohundrede og toogtyve bøger på biblioteket.,0
122,Legolas kastede ethundrede og et dværge.; Legolas kastede tretusinde og nihundrede og treds dværge.,1
123,Der er firehundrede og enoghalvtreds ringe.; Der er ettusinde og ottehundrede og femogtredive ringe.,1
124,Han kunne spise ottehundrede og tyve appelsiner.; Han kunne spise firetusinde og syvhundrede og fire appelsiner.,1
125,Smeagol gør firetusinde og otte fluer ondt.; Smeagol gør trehundrede og seksoghalvfjerds fluer ondt.,0
126,Drengen har totusinde og firehundrede og fireoghalvfjerds mønter.; Drengen har tretusinde og syvhundrede og fireogfyrre mønter.,1
127,Smeagol gør tretusinde og sekshundrede og tretten fluer ondt.; Smeagol gør ettusinde og syvhundrede og seksten fluer ondt.,0
128,Drengen har ottehundrede og enogtredive mønter.; Drengen har tretusinde og ottehundrede og fireogfirs mønter.,1
129,Han kunne spise tretusinde og trehundrede og sytten appelsiner.; Han kunne spise tohundrede og niogfirs appelsiner.,0
130,Der er firetusinde og trehundrede og enogtyve ringe.; Der er ettusinde og femhundrede ringe.,0
131,Der var tohundrede og syvoghalvfjerds æbler på bordet.; Der var tretusinde og firehundrede og femogfyrre æbler på bordet.,1
132,Det koster firs dollars.; Det koster ettusinde og trehundrede og femogtreds dollars.,1
133,Det koster trehundrede og halvfems dollars.; Det koster firetusinde og sekshundrede og femogtyve dollars.,1
134,Værelset var fyldt med ettusinde og syvoghalvfems kartofler.; Værelset var fyldt med firetusinde og femhundrede og fjorten kartofler.,1
135,Værelset var fyldt med femhundrede og otteoghalvfjerds kartofler.; Værelset var fyldt med tretusinde og syvhundrede og treoghalvtreds kartofler.,1
136,Legolas kastede totusinde og femhundrede og niogfirs dværge.; Legolas kastede tretusinde og toogtreds dværge.,1
137,Der var firetusinde og femhundrede og enogtredive æbler på bordet.; Der var ettusinde og tohundrede og atten æbler på bordet.,0
138,Der var ettusinde og sekshundrede og otteoghalvtreds katte i huset.; Der var firetusinde og ottehundrede og fireoghalvfjerds katte i huset.,1
139,Smeagol gør ettusinde og sekshundrede og enoghalvfems fluer ondt.; Smeagol gør firetusinde og sekshundrede og seksogfirs fluer ondt.,1
140,Drengen har totusinde og firehundrede og niogtredive mønter.; Drengen har totusinde og syvhundrede og treogtredive mønter.,1
141,Der var trehundrede og syvoghalvfems æbler på bordet.; Der var totusinde og tohundrede og seksogtredive æbler på bordet.,1
142,Han kunne spise tretusinde og firehundrede og syvogfirs appelsiner.; Han kunne spise totusinde og nihundrede og niogtredive appelsiner.,0
143,Værelset var fyldt med tretusinde og femhundrede og syvogfyrre kartofler.; Værelset var fyldt med totusinde og ethundrede og fire kartofler.,0
144,Legolas kastede totusinde og syvhundrede og toogfirs dværge.; Legolas kastede firetusinde og tohundrede og fireogtreds dværge.,1
145,Drengen har ethundrede og enoghalvfjerds mønter.; Drengen har tretusinde og trehundrede og tretten mønter.,1
146,Drengen har tohundrede og femogtyve mønter.; Drengen har firetusinde og femhundrede og nioghalvfems mønter.,1
147,Han kunne spise firetusinde og firehundrede og otteogfyrre appelsiner.; Han kunne spise totusinde og otteoghalvtreds appelsiner.,0
148,Der var nihundrede og enogfirs katte i huset.; Der var ottehundrede og tyve katte i huset.,0
149,Der er enogfirs bøger på biblioteket.; Der er fireoghalvfjerds bøger på biblioteket.,0
150,Han kunne spise totusinde og femhundrede og toogtreds appelsiner.; Han kunne spise totusinde og sekshundrede og sytten appelsiner.,1
151,Der var tretusinde og syvhundrede og otteogfyrre æbler på bordet.; Der var tretusinde og syvhundrede og halvfems æbler på bordet.,1
152,Der var syvhundrede og femogfyrre katte i huset.; Der var totusinde og ottehundrede og niogtredive katte i huset.,1
153,Der er totusinde og firehundrede og syvogfirs ringe.; Der er firetusinde og trehundrede og nitten ringe.,1
154,Smeagol gør syvhundrede og fireoghalvfems fluer ondt.; Smeagol gør totusinde og sekshundrede og toogfyrre fluer ondt.,1
155,De tager tre hobbyer til Isengard.; De tager totusinde og nihundrede og et hobbyer til Isengard.,1
156,Smeagol gør ettusinde og nihundrede og enogtredive fluer ondt.; Smeagol gør ethundrede og toogfirs fluer ondt.,0
157,Han kunne spise sekshundrede og seksogfyrre appelsiner.; Han kunne spise tretusinde og tohundrede og enogfyrre appelsiner.,1
158,Der er ethundrede og tredive bøger på biblioteket.; Der er tretusinde og ottehundrede og tooghalvfems bøger på biblioteket.,1
159,Værelset var fyldt med tretusinde og tre kartofler.; Værelset var fyldt med ettusinde og seksogfyrre kartofler.,0
160,Han kunne spise ottehundrede og toogfyrre appelsiner.; Han kunne spise firetusinde og sekshundrede og otteogfirs appelsiner.,1
161,De tager firetusinde og trehundrede og to hobbyer til Isengard.; De tager firetusinde og nihundrede og atten hobbyer til Isengard.,1
162,Det koster tretusinde og ethundrede og enogtredive dollars.; Det koster ettusinde og sekshundrede og femogtreds dollars.,0
163,Der er ettusinde og femhundrede og femogfyrre bøger på biblioteket.; Der er totusinde og sekshundrede og femogtyve bøger på biblioteket.,1
164,Drengen har ettusinde og ottehundrede og treogfirs mønter.; Drengen har tretusinde og tohundrede og treogtredive mønter.,1
165,Der er ettusinde og trehundrede og toogtreds ringe.; Der er totusinde og tohundrede og otteogtyve ringe.,1
166,De tager tohundrede og nioghalvfems hobbyer til Isengard.; De tager tretusinde og sekshundrede og halvfems hobbyer til Isengard.,1
167,Der var totusinde og tohundrede og femoghalvfems æbler på bordet.; Der var totusinde og nihundrede og femoghalvfems æbler på bordet.,1
168,Smeagol gør tretusinde og trehundrede og fireogtreds fluer ondt.; Smeagol gør tretusinde og et fluer ondt.,0
169,Legolas kastede firetusinde og femhundrede og enogfirs dværge.; Legolas kastede ettusinde og nihundrede og fire dværge.,0
170,Der var totusinde og femhundrede og fireoghalvfems æbler på bordet.; Der var ettusinde og ethundrede og ni æbler på bordet.,0
171,Det koster totusinde og seksogfyrre dollars.; Det koster firetusinde og syvogfyrre dollars.,1
172,Drengen har firetusinde og sekshundrede og otteogfirs mønter.; Drengen har firetusinde og ethundrede og femogtyve mønter.,0
173,Værelset var fyldt med nihundrede og nitten kartofler.; Værelset var fyldt med firetusinde og otteogtyve kartofler.,1
174,Han kunne spise firetusinde og femhundrede og toogfirs appelsiner.; Han kunne spise totusinde og nihundrede og seksogfyrre appelsiner.,0
175,Han kunne spise firetusinde og tohundrede og femogfirs appelsiner.; Han kunne spise ettusinde og tohundrede og syvoghalvfjerds appelsiner.,0
176,Det koster tretusinde og sekshundrede og seks dollars.; Det koster firetusinde og femhundrede og otte dollars.,1
177,Det koster ettusinde og tredive dollars.; Det koster tretusinde og femhundrede og treogtreds dollars.,1
178,Der er firehundrede og treogtyve ringe.; Der er totusinde og femhundrede og femoghalvfjerds ringe.,1
179,Der er firetusinde og femhundrede og toogfirs bøger på biblioteket.; Der er totusinde og ottehundrede og fem bøger på biblioteket.,0
180,Der er tretusinde og ottehundrede og femten bøger på biblioteket.; Der er firetusinde og nihundrede og femogtyve bøger på biblioteket.,1
181,Han kunne spise ettusinde og ethundrede og seksoghalvfjerds appelsiner.; Han kunne spise ettusinde og nihundrede og fireogtyve appelsiner.,1
182,Legolas kastede totusinde og trehundrede og syvogtyve dværge.; Legolas kastede otteoghalvtreds dværge.,0
183,Der er ettusinde og syvhundrede og niogtreds bøger på biblioteket.; Der er totusinde og femhundrede og tre bøger på biblioteket.,1
184,Der var tohundrede og otteogtredive æbler på bordet.; Der var ettusinde og trehundrede og tooghalvtreds æbler på bordet.,1
185,Drengen har tretusinde og trehundrede og halvfems mønter.; Drengen har trehundrede og syvogfyrre mønter.,0
186,Smeagol gør firetusinde og ottehundrede og femogfyrre fluer ondt.; Smeagol gør ettusinde og enoghalvtreds fluer ondt.,0
187,De tager tretusinde og syvhundrede og nioghalvfems hobbyer til Isengard.; De tager totusinde og sekshundrede og seksogtyve hobbyer til Isengard.,0
188,Det koster firetusinde og sekshundrede og fireoghalvfems dollars.; Det koster firetusinde og nihundrede og otteoghalvtreds dollars.,1
189,Legolas kastede tretusinde og sekshundrede og syvoghalvfjerds dværge.; Legolas kastede ettusinde og tohundrede og tolv dværge.,0
190,Der var tretusinde og niogtyve æbler på bordet.; Der var seksogtyve æbler på bordet.,0
191,Der var totusinde og sekshundrede og syvogfyrre katte i huset.; Der var ettusinde og femhundrede og treoghalvtreds katte i huset.,0
192,Der var ettusinde og femhundrede og seksogfyrre katte i huset.; Der var firetusinde og ethundrede og seksogtredive katte i huset.,1
193,Der er ettusinde og ethundrede og niogtredive bøger på biblioteket.; Der er tretusinde og sekshundrede og syvogtreds bøger på biblioteket.,1
194,Værelset var fyldt med ettusinde og ethundrede og tre kartofler.; Værelset var fyldt med firetusinde og nihundrede og syvogtredive kartofler.,1
195,Legolas kastede ettusinde og tohundrede og fireogfyrre dværge.; Legolas kastede ettusinde og trehundrede og seksoghalvfjerds dværge.,1
196,Der er sekshundrede og otteogfyrre bøger på biblioteket.; Der er syvhundrede og tre bøger på biblioteket.,1
197,Værelset var fyldt med totusinde og ottehundrede og femoghalvfems kartofler.; Værelset var fyldt med tretusinde og tohundrede og treogtreds kartofler.,1
198,Han kunne spise firetusinde og tohundrede og niogtredive appelsiner.; Han kunne spise firetusinde og halvfems appelsiner.,0
199,Der var firetusinde og ethundrede og syv æbler på bordet.; Der var tretusinde og trehundrede og tolv æbler på bordet.,0
200,Smeagol gør syvhundrede og femogtreds fluer ondt.; Smeagol gør totusinde og trehundrede og treds fluer ondt.,1
201,Der er totusinde og syvhundrede og nioghalvfjerds bøger på biblioteket.; Der er firehundrede og treoghalvfjerds bøger på biblioteket.,0
202,Drengen har ettusinde og trehundrede og syvogfirs mønter.; Drengen har tretusinde og ottehundrede og syv mønter.,1
203,De tager sekshundrede og seks hobbyer til Isengard.; De tager ottehundrede og treogtredive hobbyer til Isengard.,1
204,Der var totusinde og ottehundrede og femoghalvfjerds katte i huset.; Der var tretusinde og ethundrede og fireogtreds katte i huset.,1
205,De tager ettusinde og ottehundrede og enoghalvfems hobbyer til Isengard.; De tager totusinde og nihundrede og treogtyve hobbyer til Isengard.,1
206,Der er totusinde og ottehundrede og niogfyrre ringe.; Der er totusinde og syvhundrede og fireoghalvfems ringe.,0
207,Værelset var fyldt med totusinde og sekshundrede og fem kartofler.; Værelset var fyldt med ottehundrede og toogfirs kartofler.,0
208,Han kunne spise firetusinde og tohundrede og syvogtreds appelsiner.; Han kunne spise tretusinde og firehundrede og fireogtyve appelsiner.,0
209,Legolas kastede firetusinde og ottehundrede og seksten dværge.; Legolas kastede tretusinde og fireoghalvtreds dværge.,0
210,Der er firetusinde og trehundrede og nioghalvtreds bøger på biblioteket.; Der er firetusinde og femhundrede og toogfirs bøger på biblioteket.,1
211,Drengen har sekshundrede og seksoghalvfems mønter.; Drengen har totusinde og femhundrede og to mønter.,1
212,Legolas kastede tretusinde og firehundrede og seksogfyrre dværge.; Legolas kastede ethundrede og niogtredive dværge.,0
213,Der er ettusinde og sekshundrede og syvogfyrre ringe.; Der er tohundrede og tooghalvfems ringe.,0
214,Der er tohundrede og syvogtredive bøger på biblioteket.; Der er ettusinde og ottehundrede og nioghalvfjerds bøger på biblioteket.,1
215,Han kunne spise totusinde og nihundrede og fireogtreds appelsiner.; Han kunne spise tretusinde og sekshundrede og halvfjerds appelsiner.,1
216,Der er totusinde og femhundrede og tredive bøger på biblioteket.; Der er totusinde og trehundrede og enoghalvfjerds bøger på biblioteket.,0
217,Der er tretusinde og tohundrede og fireoghalvfjerds bøger på biblioteket.; Der er firetusinde og seksten bøger på biblioteket.,1
218,Det koster nihundrede og femoghalvtreds dollars.; Det koster totusinde og ottehundrede og tooghalvfjerds dollars.,1
219,De tager ettusinde og femhundrede og firs hobbyer til Isengard.; De tager firehundrede og syvoghalvfems hobbyer til Isengard.,0
220,Det koster firehundrede og syvogtyve dollars.; Det koster ettusinde og syvhundrede og nitten dollars.,1
221,De tager femhundrede og otte hobbyer til Isengard.; De tager ettusinde og syvhundrede og et hobbyer til Isengard.,1
222,Drengen har ettusinde og tohundrede og elleve mønter.; Drengen har firehundrede og niogtyve mønter.,0
223,De tager firetusinde og ethundrede og nitten hobbyer til Isengard.; De tager ettusinde og nihundrede og syv hobbyer til Isengard.,0
224,De tager ettusinde og ottehundrede og treds hobbyer til Isengard.; De tager tretusinde og ottehundrede og syvogfyrre hobbyer til Isengard.,1
225,De tager syvogtreds hobbyer til Isengard.; De tager firetusinde og nihundrede og syvogfyrre hobbyer til Isengard.,1
226,Drengen har tretusinde og femhundrede og fjorten mønter.; Drengen har totusinde og femoghalvtreds mønter.,0
227,Drengen har tohundrede og enoghalvtreds mønter.; Drengen har tretusinde og treogfirs mønter.,1
228,Der var tretusinde og ottehundrede og femogtyve æbler på bordet.; Der var firetusinde og tohundrede og ti æbler på bordet.,1
229,Smeagol gør ettusinde og trehundrede og femogtredive fluer ondt.; Smeagol gør ettusinde og ottehundrede og tyve fluer ondt.,1
230,Der var ottehundrede og treoghalvfems æbler på bordet.; Der var tretusinde og firehundrede og tolv æbler på bordet.,1
231,Der var syvhundrede og femogtreds æbler på bordet.; Der var tretusinde og femhundrede og nioghalvfjerds æbler på bordet.,1
232,Der var tretusinde og tohundrede og seksoghalvfjerds katte i huset.; Der var totusinde og trehundrede og seksten katte i huset.,0
233,Der er ettusinde og ethundrede og seksoghalvtreds ringe.; Der er tretusinde og firehundrede og fire ringe.,1
234,De tager totusinde og trehundrede og syvogtyve hobbyer til Isengard.; De tager ettusinde og nihundrede og syvogfirs hobbyer til Isengard.,0
