,sents,labels
37,Smeagol blesse deux mille trois cent cinquante cinq mouches.; Smeagol blesse quatre mille cinq cent quatre vingt six mouches.,1
38,Legolas a jeté quatre mille quatre cent trente nains.; Legolas a jeté huit cent un nains.,0
39,Smeagol blesse mille deux cent soixante dix mouches.; Smeagol blesse trois mille soixante deux mouches.,1
40,Il pouvait manger deux mille huit cent quatre vingt quatre oranges.; Il pouvait manger deux cent trente huit oranges.,0
41,Il y avait mille huit cent vingt sept pommes sur la table.; Il y avait trois mille quatre cent quarante neuf pommes sur la table.,1
42,Ils emmènent trois mille cent vingt sept hobbits à Isengard.; Ils emmènent quatre cent soixante deux hobbits à Isengard.,0
43,Legolas a jeté quatre mille quatre vingt treize nains.; Legolas a jeté deux mille trente deux nains.,0
44,Ils emmènent mille trois cent soixante et onze hobbits à Isengard.; Ils emmènent cent vingt huit hobbits à Isengard.,0
45,Il y a quatre mille quatre cent soixante et un anneaux.; Il y a quatre mille deux cent trente huit anneaux.,0
46,Il y avait trois mille sept cent trente huit pommes sur la table.; Il y avait mille cent quatre vingt deux pommes sur la table.,0
47,Cela coûte mille cent cinquante deux dollars.; Cela coûte mille neuf cent cinquante quatre dollars.,1
48,Smeagol blesse sept cent cinquante et un mouches.; Smeagol blesse trois mille quatre cent sept mouches.,1
49,Legolas a jeté mille six cent trente et un nains.; Legolas a jeté quatre mille trois cent dix neuf nains.,1
50,Smeagol blesse mille cent soixante quinze mouches.; Smeagol blesse quatre mille trois cent quatre vingt quatre mouches.,1
51,Legolas a jeté deux mille cent trente sept nains.; Legolas a jeté quatre mille cent vingt neuf nains.,1
52,Ils emmènent quatre mille quatre cent vingt trois hobbits à Isengard.; Ils emmènent quatre mille huit cent cinq hobbits à Isengard.,1
53,Il y avait quarante huit pommes sur la table.; Il y avait deux mille trois cent quatre vingt trois pommes sur la table.,1
54,La pièce était remplie de deux mille cent quatre vingt dix huit pommes de terre.; La pièce était remplie de deux mille sept cent quarante et un pommes de terre.,1
55,Cela coûte mille deux cent douze dollars.; Cela coûte mille six cent soixante dix huit dollars.,1
56,Il y avait deux mille trois cent quatre vingt deux chats dans la maison.; Il y avait mille quatre cent cinquante chats dans la maison.,0
57,Il y avait trois mille cinq cent vingt sept pommes sur la table.; Il y avait deux mille neuf cent trente pommes sur la table.,0
58,Ils emmènent mille neuf cent quatre vingt dix neuf hobbits à Isengard.; Ils emmènent quatre mille cinq cent soixante seize hobbits à Isengard.,1
59,Smeagol blesse quatre mille trois cent quarante six mouches.; Smeagol blesse sept cent soixante treize mouches.,0
60,Il y a trois mille six cent quatre vingt huit livres dans la bibliothèque.; Il y a quatre mille trente et un livres dans la bibliothèque.,1
61,Il y a cinq cent trente huit livres dans la bibliothèque.; Il y a trois mille neuf cent quarante trois livres dans la bibliothèque.,1
62,Il pouvait manger cent quarante oranges.; Il pouvait manger trois mille cent quatre vingt six oranges.,1
63,Cela coûte mille sept cent soixante cinq dollars.; Cela coûte trois mille deux cent six dollars.,1
64,Smeagol blesse mille quarante et un mouches.; Smeagol blesse cent quatre vingt quatre mouches.,0
65,Le garçon a trois mille trois cent un pièces.; Le garçon a quatre mille sept cent un pièces.,1
66,Il y a quatre mille quatre cent soixante seize livres dans la bibliothèque.; Il y a quatre mille sept cent cinquante sept livres dans la bibliothèque.,1
67,Smeagol blesse trois mille cinquante huit mouches.; Smeagol blesse trois mille cinq cent quatre vingt onze mouches.,1
68,Smeagol blesse trois mille cent quatre vingt six mouches.; Smeagol blesse trois mille deux cent quarante six mouches.,1
69,Legolas a jeté quatre mille quinze nains.; Legolas a jeté mille quatre cent quinze nains.,0
70,Le garçon a trois mille cent soixante dix sept pièces.; Le garçon a trois mille six cent quarante pièces.,1
71,Ils emmènent quatre mille six cent deux hobbits à Isengard.; Ils emmènent mille quatre cent trente six hobbits à Isengard.,0
72,Smeagol blesse trois mille quatre cent dix huit mouches.; Smeagol blesse quatre cent quatre vingt dix mouches.,0
73,Ils emmènent deux mille huit cent treize hobbits à Isengard.; Ils emmènent deux mille soixante quatorze hobbits à Isengard.,0
74,Il y a trois mille huit cent trente quatre anneaux.; Il y a deux mille cent vingt deux anneaux.,0
75,Le garçon a deux mille huit cent soixante huit pièces.; Le garçon a deux mille neuf cent quatre vingt cinq pièces.,1
76,Il y a trois mille neuf cent soixante douze anneaux.; Il y a trois mille six cent treize anneaux.,0
77,Il y a six cent trois anneaux.; Il y a trois cent cinquante huit anneaux.,0
78,Legolas a jeté quatre mille cent nains.; Legolas a jeté trois mille huit cent treize nains.,0
79,Cela coûte quatre mille trois cent quatre vingt treize dollars.; Cela coûte mille sept cent dix neuf dollars.,0
80,Legolas a jeté trois mille deux cent quatre vingt dix neuf nains.; Legolas a jeté deux cent dix nains.,0
81,La pièce était remplie de soixante dix neuf pommes de terre.; La pièce était remplie de quatre mille cent soixante dix pommes de terre.,1
82,Il y avait mille neuf cent dix sept chats dans la maison.; Il y avait trois mille neuf cent cinquante six chats dans la maison.,1
83,Cela coûte six cent cinquante huit dollars.; Cela coûte mille deux cent cinquante sept dollars.,1
84,Le garçon a mille trois cent douze pièces.; Le garçon a deux mille cent quinze pièces.,1
85,Il y a quatre mille deux cent treize anneaux.; Il y a trois mille anneaux.,0
86,Ils emmènent trois mille sept cent trente hobbits à Isengard.; Ils emmènent mille cinq cent cinquante deux hobbits à Isengard.,0
87,Il pouvait manger quatre mille sept cent soixante dix sept oranges.; Il pouvait manger six cent cinquante cinq oranges.,0
88,Il y a quatre mille sept cent cinquante et un livres dans la bibliothèque.; Il y a mille quatre cent cinquante six livres dans la bibliothèque.,0
89,Legolas a jeté quatre mille six cent vingt trois nains.; Legolas a jeté quatre mille neuf cent vingt deux nains.,1
90,La pièce était remplie de trois mille quatre vingt sept pommes de terre.; La pièce était remplie de deux mille trois cent trois pommes de terre.,0
91,Cela coûte trois mille deux cent quatre vingt trois dollars.; Cela coûte six cent seize dollars.,0
92,Il y avait six cent un pommes sur la table.; Il y avait trois mille deux cent cinquante sept pommes sur la table.,1
93,Il pouvait manger trois mille cinq cent trente deux oranges.; Il pouvait manger trois cent cinquante et un oranges.,0
94,Il y avait mille huit cent vingt sept chats dans la maison.; Il y avait trois mille trois cent trente cinq chats dans la maison.,1
95,Smeagol blesse deux cents mouches.; Smeagol blesse mille sept cent soixante douze mouches.,1
96,Il y avait trois mille neuf cent quarante neuf pommes sur la table.; Il y avait quatre mille sept cent soixante seize pommes sur la table.,1
97,Ils emmènent neuf cent onze hobbits à Isengard.; Ils emmènent quatre mille cinq cent quatre vingt treize hobbits à Isengard.,1
98,Legolas a jeté mille huit cent trente quatre nains.; Legolas a jeté mille trois cent un nains.,0
99,Cela coûte mille huit cent quatorze dollars.; Cela coûte mille deux cent quatre vingt dix neuf dollars.,0
100,Il y a deux mille quatre cent vingt trois anneaux.; Il y a mille cinq cent quatre vingt quatre anneaux.,0
101,Il y avait quatre mille vingt pommes sur la table.; Il y avait deux mille neuf cent quatre vingt dix pommes sur la table.,0
102,Cela coûte quatre mille deux cent quatre vingt seize dollars.; Cela coûte trois mille quatre cent seize dollars.,0
103,Legolas a jeté neuf cent cinquante deux nains.; Legolas a jeté mille neuf cent soixante dix nains.,1
104,Il pouvait manger cinq cent cinquante quatre oranges.; Il pouvait manger quatre mille neuf cent quatre vingt deux oranges.,1
105,Il y a deux mille cent quatorze anneaux.; Il y a mille cent cinquante six anneaux.,0
106,Il y avait trois mille quatre cent soixante et un pommes sur la table.; Il y avait trois mille cent quatre vingt quinze pommes sur la table.,0
107,Il y avait quatre mille neuf cent quatre vingt dix pommes sur la table.; Il y avait deux mille huit cent trois pommes sur la table.,0
108,Il y a quatre mille six cent vingt neuf livres dans la bibliothèque.; Il y a deux mille six cent soixante trois livres dans la bibliothèque.,0
109,Cela coûte cinq cent soixante dix neuf dollars.; Cela coûte mille cinq cent quatre vingt quatorze dollars.,1
110,Legolas a jeté quatre mille trois cent six nains.; Legolas a jeté quatre mille cinq cent vingt six nains.,1
111,La pièce était remplie de trois mille trois cent quatorze pommes de terre.; La pièce était remplie de trois mille huit cent trente pommes de terre.,1
112,Il y avait deux mille six cent trente neuf pommes sur la table.; Il y avait deux mille cinq cent quatre vingt dix pommes sur la table.,0
113,La pièce était remplie de huit cent quatre vingt dix pommes de terre.; La pièce était remplie de deux cent cinquante huit pommes de terre.,0
114,Ils emmènent trois mille soixante seize hobbits à Isengard.; Ils emmènent trois mille soixante quatre hobbits à Isengard.,0
115,Il y a quatre mille huit cent trente livres dans la bibliothèque.; Il y a deux mille huit cent cinq livres dans la bibliothèque.,0
116,Il y a quatre mille cinq cent treize anneaux.; Il y a quatre mille huit cent soixante quatorze anneaux.,1
117,Smeagol blesse trois mille deux cent soixante six mouches.; Smeagol blesse trois mille six cent douze mouches.,1
118,Cela coûte deux mille quatre cent cinquante neuf dollars.; Cela coûte deux mille sept cent vingt six dollars.,1
119,Il y a trois mille deux cent quatre vingt cinq anneaux.; Il y a quatre mille cinq cent quarante et un anneaux.,1
120,La pièce était remplie de mille neuf cent quarante cinq pommes de terre.; La pièce était remplie de quatre mille deux cent trois pommes de terre.,1
121,Il y avait trois mille cinq cent quarante cinq pommes sur la table.; Il y avait mille deux cent soixante neuf pommes sur la table.,0
122,Ils emmènent neuf cent soixante dix neuf hobbits à Isengard.; Ils emmènent mille cinq cent cinquante hobbits à Isengard.,1
123,Il pouvait manger quatre mille huit cent seize oranges.; Il pouvait manger quatre mille trois cent onze oranges.,0
124,Il y avait deux mille neuf cent quatre vingt cinq chats dans la maison.; Il y avait trois mille quatre cent vingt sept chats dans la maison.,1
125,La pièce était remplie de trois mille six cent quarante trois pommes de terre.; La pièce était remplie de deux mille cinq cent quarante six pommes de terre.,0
126,Le garçon a trois mille neuf cent sept pièces.; Le garçon a trente neuf pièces.,0
127,Ils emmènent trois mille neuf cent treize hobbits à Isengard.; Ils emmènent sept cent quatre vingt deux hobbits à Isengard.,0
128,Le garçon a trois mille trois cent neuf pièces.; Le garçon a deux mille huit cent trois pièces.,0
129,Il y avait sept cent soixante douze chats dans la maison.; Il y avait quatre mille cinq cent quarante deux chats dans la maison.,1
130,Legolas a jeté mille cent soixante et un nains.; Legolas a jeté deux mille sept cent quarante cinq nains.,1
131,Le garçon a quatre mille cent soixante sept pièces.; Le garçon a mille cinq cent quarante huit pièces.,0
132,La pièce était remplie de trois mille vingt huit pommes de terre.; La pièce était remplie de mille neuf cent quinze pommes de terre.,0
133,Smeagol blesse trois mille deux cent treize mouches.; Smeagol blesse deux mille neuf cent neuf mouches.,0
134,Il y avait huit cent douze chats dans la maison.; Il y avait mille trois cent dix chats dans la maison.,1
135,Il y a quatre mille neuf cent dix anneaux.; Il y a mille soixante anneaux.,0
136,La pièce était remplie de quatre mille cent quatre vingt quatre pommes de terre.; La pièce était remplie de deux mille cinq cent seize pommes de terre.,0
137,Il pouvait manger deux mille sept cent soixante quatre oranges.; Il pouvait manger vingt deux oranges.,0
138,Ils emmènent trois mille cent trente huit hobbits à Isengard.; Ils emmènent trois mille sept cent cinquante trois hobbits à Isengard.,1
139,Smeagol blesse quatre cent quatre vingt dix mouches.; Smeagol blesse deux mille quatre vingt seize mouches.,1
140,Ils emmènent mille quatre cent quatre vingt treize hobbits à Isengard.; Ils emmènent deux mille cinquante cinq hobbits à Isengard.,1
141,Il y a deux mille huit cent quatre vingt cinq livres dans la bibliothèque.; Il y a trois mille cinq cent quatre vingt quatorze livres dans la bibliothèque.,1
142,Ils emmènent trois cent vingt quatre hobbits à Isengard.; Ils emmènent mille trois cent quarante six hobbits à Isengard.,1
143,Il y a mille six cent huit anneaux.; Il y a deux mille neuf cent quatre vingt trois anneaux.,1
144,La pièce était remplie de deux mille sept cent quatre vingt sept pommes de terre.; La pièce était remplie de trois pommes de terre.,0
145,Le garçon a deux mille quatre cent quatre vingt dix sept pièces.; Le garçon a deux mille six cent quatre vingt sept pièces.,1
146,Il y a sept cent trente anneaux.; Il y a mille huit cent soixante dix anneaux.,1
147,Ils emmènent trois mille huit cent soixante et un hobbits à Isengard.; Ils emmènent deux mille trois cent vingt hobbits à Isengard.,0
148,Ils emmènent mille sept cent quarante deux hobbits à Isengard.; Ils emmènent trois mille cinq cent neuf hobbits à Isengard.,1
149,Il y avait quatre mille deux cent seize pommes sur la table.; Il y avait cent vingt quatre pommes sur la table.,0
150,Ils emmènent mille neuf cent cinquante huit hobbits à Isengard.; Ils emmènent quatre mille deux cent quatre vingt trois hobbits à Isengard.,1
151,La pièce était remplie de deux mille cinq cent soixante trois pommes de terre.; La pièce était remplie de mille trois cent soixante quatre pommes de terre.,0
152,Il pouvait manger trois mille trois cent trente oranges.; Il pouvait manger huit cent trente neuf oranges.,0
153,La pièce était remplie de quatre cent quatre vingt dix sept pommes de terre.; La pièce était remplie de trois cent trente neuf pommes de terre.,0
154,Cela coûte huit cent cinquante dollars.; Cela coûte huit cent trente deux dollars.,0
155,Le garçon a trois mille quatre vingt onze pièces.; Le garçon a trois mille cent cinquante huit pièces.,1
156,Il y a cent soixante dix neuf livres dans la bibliothèque.; Il y a deux mille soixante dix neuf livres dans la bibliothèque.,1
157,Ils emmènent quatre mille sept cent soixante hobbits à Isengard.; Ils emmènent deux mille huit cent vingt neuf hobbits à Isengard.,0
158,La pièce était remplie de deux mille quatre cent deux pommes de terre.; La pièce était remplie de mille trente quatre pommes de terre.,0
159,Smeagol blesse trois cent quatre vingt huit mouches.; Smeagol blesse mille cent quatre vingt un mouches.,1
160,Il y avait mille six cent soixante et onze chats dans la maison.; Il y avait quatre mille quarante cinq chats dans la maison.,1
161,La pièce était remplie de quatre mille cent dix neuf pommes de terre.; La pièce était remplie de deux mille deux cent quatre vingt onze pommes de terre.,0
162,Il y avait quatre mille deux cent soixante treize chats dans la maison.; Il y avait quatre mille cent quarante et un chats dans la maison.,0
163,Il y a sept cent quatre vingt trois anneaux.; Il y a mille quatre vingt quatre anneaux.,1
164,Smeagol blesse neuf cent quarante deux mouches.; Smeagol blesse vingt quatre mouches.,0
165,Il pouvait manger trois mille quatre vingt quinze oranges.; Il pouvait manger deux mille six cent vingt neuf oranges.,0
166,Ils emmènent trois cent quarante trois hobbits à Isengard.; Ils emmènent quatre mille trois cent quatre vingt dix neuf hobbits à Isengard.,1
167,Il y avait trois mille deux cent vingt deux chats dans la maison.; Il y avait mille cent sept chats dans la maison.,0
168,Il y avait mille trois cent cinquante huit chats dans la maison.; Il y avait mille neuf cent quatre vingt dix neuf chats dans la maison.,1
169,Le garçon a sept cent trois pièces.; Le garçon a deux mille trois cent quatre vingt dix neuf pièces.,1
170,Il y avait deux cent quatre vingt cinq pommes sur la table.; Il y avait trois mille six cent dix sept pommes sur la table.,1
171,Ils emmènent mille huit cent soixante quinze hobbits à Isengard.; Ils emmènent trois mille quatre cent quatre vingt huit hobbits à Isengard.,1
172,Legolas a jeté trois mille six cent trente neuf nains.; Legolas a jeté deux cent quarante trois nains.,0
173,Il y a six cent soixante quatorze livres dans la bibliothèque.; Il y a sept cent sept livres dans la bibliothèque.,1
174,La pièce était remplie de mille cent quatre vingt deux pommes de terre.; La pièce était remplie de trois mille deux cent quinze pommes de terre.,1
175,Cela coûte quatre mille neuf cent soixante neuf dollars.; Cela coûte sept cent cinquante huit dollars.,0
176,Smeagol blesse neuf cent soixante quatorze mouches.; Smeagol blesse trois mille huit cent dix huit mouches.,1
177,La pièce était remplie de trois cent quatre vingt seize pommes de terre.; La pièce était remplie de deux mille cinq cent trente huit pommes de terre.,1
178,Cela coûte sept cents dollars.; Cela coûte quatre mille cent quatre vingt six dollars.,1
179,Il y avait quatre cent quinze chats dans la maison.; Il y avait mille cinq cent trente trois chats dans la maison.,1
180,Il y avait neuf cent cinquante cinq chats dans la maison.; Il y avait trois mille quatre cent soixante et onze chats dans la maison.,1
181,Cela coûte quatre mille six cent vingt trois dollars.; Cela coûte cinq cent quatre vingt quinze dollars.,0
182,Il y a deux mille deux cent quatre vingt dix neuf livres dans la bibliothèque.; Il y a trois mille six cent vingt huit livres dans la bibliothèque.,1
183,Il y avait mille quatre cent quatre vingt quatre pommes sur la table.; Il y avait trois mille deux cent quatre vingt seize pommes sur la table.,1
184,Il y avait mille cinq cent quatre vingt trois chats dans la maison.; Il y avait quatre mille cinquante sept chats dans la maison.,1
185,La pièce était remplie de quatre mille deux cent quatre vingt huit pommes de terre.; La pièce était remplie de deux mille douze pommes de terre.,0
186,Il pouvait manger trois mille cinq cent vingt quatre oranges.; Il pouvait manger deux mille huit cent soixante sept oranges.,0
187,Cela coûte mille huit cents dollars.; Cela coûte quatre mille sept cent quatre vingt deux dollars.,1
188,Il pouvait manger quatre mille quarante sept oranges.; Il pouvait manger deux mille huit cent soixante dix huit oranges.,0
189,Il y avait mille sept cent soixante quatorze pommes sur la table.; Il y avait trois mille quatre cent six pommes sur la table.,1
190,Il y a mille cent cinq anneaux.; Il y a quatre mille deux cent vingt huit anneaux.,1
191,La pièce était remplie de mille neuf cent vingt trois pommes de terre.; La pièce était remplie de mille neuf cent soixante six pommes de terre.,1
192,Il pouvait manger deux mille sept cent quarante trois oranges.; Il pouvait manger six cent quatre vingt six oranges.,0
193,Legolas a jeté deux mille cinquante six nains.; Legolas a jeté sept cent quatorze nains.,0
194,Smeagol blesse quatre cent vingt mouches.; Smeagol blesse deux mille deux cent trente et un mouches.,1
195,Il pouvait manger deux mille quinze oranges.; Il pouvait manger deux mille quatre cent soixante dix neuf oranges.,1
196,Le garçon a huit cent quatre vingt quatre pièces.; Le garçon a quatre mille neuf cent quarante et un pièces.,1
197,Le garçon a trois cent soixante et un pièces.; Le garçon a mille six cent trente six pièces.,1
198,Le garçon a deux mille cinq cent quatre vingt dix pièces.; Le garçon a trois mille deux cent trente neuf pièces.,1
199,Il y a trois mille sept cent soixante quinze livres dans la bibliothèque.; Il y a deux mille deux cent soixante trois livres dans la bibliothèque.,0
200,La pièce était remplie de neuf cent trente neuf pommes de terre.; La pièce était remplie de trois mille cent six pommes de terre.,1
201,Smeagol blesse deux cent treize mouches.; Smeagol blesse trois mille soixante et onze mouches.,1
202,Cela coûte six cent trente neuf dollars.; Cela coûte deux mille sept cent treize dollars.,1
203,Il y avait deux mille six cent vingt quatre chats dans la maison.; Il y avait trois mille neuf cent huit chats dans la maison.,1
204,La pièce était remplie de trois mille cinq cent sept pommes de terre.; La pièce était remplie de mille six cent vingt trois pommes de terre.,0
205,Il y avait deux cent quatre vingt six pommes sur la table.; Il y avait mille neuf cent soixante seize pommes sur la table.,1
206,Legolas a jeté trois mille sept cent soixante neuf nains.; Legolas a jeté quatre mille quatre vingt onze nains.,1
207,Le garçon a deux mille cinquante huit pièces.; Le garçon a neuf cent quatre vingt treize pièces.,0
208,Il pouvait manger huit cent soixante deux oranges.; Il pouvait manger trois mille cent quarante neuf oranges.,1
209,Il y avait trois mille neuf cent soixante trois pommes sur la table.; Il y avait trois cent trois pommes sur la table.,0
210,Il y avait quarante deux chats dans la maison.; Il y avait trois mille trois cent soixante dix chats dans la maison.,1
211,Le garçon a cent soixante seize pièces.; Le garçon a mille deux cent cinquante cinq pièces.,1
212,Le garçon a deux mille cent soixante treize pièces.; Le garçon a trois mille cinq cent vingt deux pièces.,1
213,Smeagol blesse quatre cent soixante et onze mouches.; Smeagol blesse six cent quatre vingt dix neuf mouches.,1
214,Il y avait trois mille cinq cent quatorze chats dans la maison.; Il y avait quatre mille trois cent soixante quinze chats dans la maison.,1
215,Legolas a jeté trois mille six cent quarante et un nains.; Legolas a jeté deux mille six cent quarante et un nains.,0
216,Smeagol blesse trois mille six cent quatre vingt un mouches.; Smeagol blesse mille deux cent soixante dix neuf mouches.,0
217,Il y a deux mille quatre cent vingt anneaux.; Il y a mille cinq cent dix neuf anneaux.,0
218,Il y avait trois mille cent quatre vingt dix chats dans la maison.; Il y avait mille quatre cent soixante quatorze chats dans la maison.,0
219,Il y avait quatre cent trente huit chats dans la maison.; Il y avait deux mille huit cent trente quatre chats dans la maison.,1
220,Le garçon a trois mille trois cent soixante six pièces.; Le garçon a quatre mille trois cent vingt deux pièces.,1
221,Cela coûte deux mille six cent trente six dollars.; Cela coûte quatre cent quinze dollars.,0
222,Il y a mille quatre cent dix livres dans la bibliothèque.; Il y a trois mille trois cent deux livres dans la bibliothèque.,1
223,Il y a trois mille huit cent trente neuf livres dans la bibliothèque.; Il y a neuf cent soixante trois livres dans la bibliothèque.,0
224,Il y a cinq cent quarante sept anneaux.; Il y a quatre vingt quinze anneaux.,0
225,Le garçon a mille six cent soixante dix huit pièces.; Le garçon a trois mille six cent soixante et onze pièces.,1
226,Il y avait deux mille deux cent cinq chats dans la maison.; Il y avait quatre cent vingt trois chats dans la maison.,0
227,La pièce était remplie de trois mille quarante et un pommes de terre.; La pièce était remplie de deux mille trois cent trente neuf pommes de terre.,0
228,Il pouvait manger trois mille neuf cent vingt sept oranges.; Il pouvait manger quatre mille neuf cent cinquante huit oranges.,1
229,Le garçon a quatre mille quatre cent quatre pièces.; Le garçon a quatre mille quatre vingt dix pièces.,0
230,Legolas a jeté cinq cent vingt huit nains.; Legolas a jeté deux mille six cent soixante cinq nains.,1
231,Smeagol blesse trois mille soixante sept mouches.; Smeagol blesse quatre cent soixante treize mouches.,0
232,Il y a deux mille six cent soixante neuf anneaux.; Il y a quatre mille cent soixante quatre anneaux.,1
233,Il y a trois mille cinq cent quatre vingt six livres dans la bibliothèque.; Il y a deux mille quatre cent quatre vingt cinq livres dans la bibliothèque.,0
234,Smeagol blesse quatre mille cent quatre vingt onze mouches.; Smeagol blesse mille sept cent soixante cinq mouches.,0
235,Ils emmènent neuf cent quatorze hobbits à Isengard.; Ils emmènent quatre mille sept cent vingt deux hobbits à Isengard.,1
236,Legolas a jeté trois mille cent soixante dix huit nains.; Legolas a jeté neuf cent quatre vingt treize nains.,0
237,Ils emmènent quatre mille six cent quatre vingt treize hobbits à Isengard.; Ils emmènent quatre mille cent seize hobbits à Isengard.,0
238,Il y avait trois mille six cent quarante sept chats dans la maison.; Il y avait quatre mille deux cent quinze chats dans la maison.,1
239,Ils emmènent quatre mille sept cent vingt cinq hobbits à Isengard.; Ils emmènent mille deux cent soixante quatre hobbits à Isengard.,0
240,Il y a deux mille neuf cent sept livres dans la bibliothèque.; Il y a mille deux cent quatre vingt quinze livres dans la bibliothèque.,0
241,Il y avait deux mille cent soixante dix sept chats dans la maison.; Il y avait mille trois cent trente trois chats dans la maison.,0
242,Ils emmènent huit cent soixante sept hobbits à Isengard.; Ils emmènent quatre mille cinq cent soixante quinze hobbits à Isengard.,1
243,Le garçon a quatre mille cent quatre vingt trois pièces.; Le garçon a quatre mille deux cent sept pièces.,1
244,Ils emmènent mille neuf cent soixante seize hobbits à Isengard.; Ils emmènent deux mille cinq cent vingt trois hobbits à Isengard.,1
245,Legolas a jeté quatre mille vingt et un nains.; Legolas a jeté quatre mille cinq cent soixante deux nains.,1
246,Cela coûte trois mille dix dollars.; Cela coûte deux mille huit cent cinquante deux dollars.,0
247,Il pouvait manger trois mille deux cent quarante oranges.; Il pouvait manger mille deux cent quatre vingts oranges.,0
248,Smeagol blesse mille quatorze mouches.; Smeagol blesse deux mille cent trente et un mouches.,1
249,Smeagol blesse trois mille neuf cent vingt quatre mouches.; Smeagol blesse deux mille cent vingt sept mouches.,0
250,Ils emmènent deux mille huit cent quarante quatre hobbits à Isengard.; Ils emmènent deux mille neuf cent soixante huit hobbits à Isengard.,1
251,Smeagol blesse trois mille soixante et onze mouches.; Smeagol blesse soixante quatre mouches.,0
252,Il y avait deux cent soixante deux chats dans la maison.; Il y avait trois mille quatre vingt treize chats dans la maison.,1
